"tm_ky","studio_id","studio_de"
5,755,"Jumondo"
5,765,"Sakura Create"
5,77,"APPP"
5,78,"Picture Magic"
5,8,"Artland"
5,80,"Trans Arts"
5,803,"Trigger"
5,805,"AIC Frontier"
5,81,"Radix"
5,83,"AIC Spirits"
5,833,"Kyotoma"
5,839,"LIDENFILMS"
5,848,"Kazami Gakuen Koushiki Douga-bu"
5,850,"Kenji Studio"
5,852,"Nexus"
5,856,"Charaction"
5,858,"Wit Studio"
5,86,"Group TAC"
5,866,"Fanworks"
5,88,"AIC ASTA"
5,884,"Strawberry Meets Pictures"
5,89,"BeSTACK"
5,890,"Karaku"
5,894,"Graphinica"
5,896,"Larx Entertainment"
5,898,"I.Gzwei"
5,909,"Studio Kelmadick"
5,91,"feel."
5,911,"Passione"
5,929,"Animation Do"
5,93,"Studio Flag"
5,939,"Tama Production"
5,94,"Telecom Animation Film"
5,949,"teamKG"
5,95,"Doga Kobo"
5,951,"NAZ"
5,957,"Connect"
5,96,"Yumeta Company"
6,1,"Studio Pierrot"
6,10,"Production I.G"
6,1005,"Oddjob"
6,1009,"Aubec"
6,101,"Studio Hibari"
6,1013,"Opera House"
6,1023,"Polygon Pictures"
6,1025,"Dongwoo A&E"
6,103,"Tatsunoko Production"
6,1037,"Japan Vistec"
6,1045,"Space Neko Company"
6,1053,"Production IMS"
6,1063,"Calf Studio"
6,1065,"Public & Basic"
6,1067,"Rising Force"
6,107,"Plum"
6,1075,"C-Station"
6,1077,"MMDGP"
6,1079,"3xCube"
6,1087,"Lay-duce"
6,1099,"Cyclone Graphics"
6,11,"Madhouse"
6,110,"Triangle Staff"
6,1103,"TROYCA"
6,1109,"Orange"
6,111,"NHK"
6,1111,"DandeLion Animation Studio"
6,1119,"Shuka"
6,112,"Brain's Base"
6,1127,"Studio 3Hz"
6,1129,"Pierrot Plus"
6,1133,"dwarf"
6,1135,"FOREST Hunting One"
6,1137,"SEK Studios"
6,114,"Studio Matrix"
6,1153,"Image Kei"
6,1165,"Tri-Slash"
6,1169,"ILCA"
6,118,"SynergySP"
6,1181,"RG Animation Studios"
6,1189,"Sola Digital Arts"
6,1191,"Azeta Pictures"
6,1195,"Creators in Pack"
6,1197,"Steve N' Steven"
6,120,"TNK"
6,1209,"Studio A-CAT"
6,122,"Tokyo Kids"
6,1229,"Pie in the sky"
6,1231,"OLM Digital"
6,1237,"Millepensee"
6,1239,"KeyEast"
6,1244,"Studio VOLN"
6,1257,"A-Real"
6,1258,"Bandai Namco Pictures"
6,126,"Studio Comet"
6,1260,"Nakamura Production"
6,1263,"Dynamo Pictures"
6,1264,"EMT Squared"
6,1265,"Tomovies"
6,1266,"Studio! Cucuri"
6,1271,"Assez Finaud Fabric"
6,1278,"Signal.MD"
6,1281,"Office DCI"
6,1286,"10Gauge"
6,1290,"Pollyanna Graphics"
6,1291,"KOO-KI"
6,1292,"TUBA"
6,1295,"Pine Jam"
6,1296,"Marza Animation Planet"
6,1299,"AXsiZ"
6,13,"Studio 4°C"
6,1300,"Office Nobu"
6,1306,"AIC Classic"
6,131,"G&G Entertainment"
6,1313,"Amuse"
6,1314,"Gaina"
6,1317,"Production GoodBook"
6,132,"P.A. Works"
6,1320,"Joker Films"
6,1322,"Creative Power Entertaining"
6,1324,"Shimogumi"
6,1325,"Haoliners Animation League"
6,1340,"Typhoon Graphics"
6,1350,"B.CMAY PICTURES"
6,1353,"Issen"
6,1357,"Craftar Studios"
6,136,"Vega Entertainment"
6,1360,"Hoods Drifters Studio"
6,1363,"Marine Entertainment"
6,1379,"Zero-G"
6,1380,"domerica"
6,1381,"GEMBA"
6,1383,"Studio Live"
6,139,"Nihon Ad Systems"
6,1393,"Geno Studio"
6,1396,"W-Toon Studio"
6,14,"Sunrise"
6,1407,"Children's Playground Entertainment"
6,1435,"JCF"
6,1436,"Stingray"
6,1437,"Ishimori Entertainment"
6,1440,"Felix Film"
6,1442,"Mook DLE"
6,1444,"Egg Firm"
6,1454,"REALTHING"
6,1456,"Beijing Huihuang Animation Company"
6,1471,"Platinum Vision"
6,1487,"Bouncy"
6,1489,"Ripromo"
6,150,"Sanrio"
6,1509,"Studio World"
6,1512,"Dai-Ichi Douga"
6,1513,"Dongyang Animation"
6,1514,"Tengu Kobo"
6,1517,"Jinnan Studio"
6,1521,"Studio elle"
6,1522,"Echoes"
6,1529,"Studio M2"
6,1530,"Emon"
6,1536,"Namu Animation"
6,154,"E&G Films"
6,1545,"Japan Taps"
6,1547,"Blade"
6,1549,"Dai Nippon Printing"
6,1558,"TOCSIS"
6,1560,"Yaoyorozu"
6,1562,"Team YokkyuFuman"
6,1567,"Nut"
6,1569,"Seven Arcs Pictures"
6,1575,"DR Movie"
6,1591,"Science SARU"
6,163,"asread."
6,1661,"drop"
6,1662,"Creators Dot Com"
6,1669,"production doA"
6,1673,"DMM.futureworks"
6,1687,"Yokohama Animation Lab"
6,169,"Fuji TV"
6,1690,"Imagineer"
6,1692,"Revoroot"
6,1693,"Studio Flad"
6,1706,"Beijing Rocen Digital"
6,1722,"Bibury Animation Studios"
6,1726,"Three-d"
6,175,"Planet"
6,1754,"Meruhensha"
6,176,"Ginga Ya"
6,1766,"Husio Studio"
6,1768,"Sparkly Key Animation Studio"
6,1769,"helo.inc"
6,177,"Studio Kyuuma"
6,179,"A.C.G.T."
6,1794,"EKACHI EPILKA"
6,1797,"NHK Enterprises"
6,18,"Toei Animation"
6,1807,"2:10 AM Animation"
6,1813,"Studio Lings"
6,1828,"Lapin Track"
6,1829,"Lesprit"
6,1835,"CloverWorks"
6,1837,"G-angle"
6,1838,"33 Collective"
6,1846,"Tokyo Movie"
6,1849,"MASTER LIGHTS"
6,1851,"Jumonji"
6,1853,"Saetta"
6,1857,"GEEK TOYS"
6,1860,"Magia Doraglier"
6,1861,"Animation Planet"
6,1864,"Ez<U+03CC>la"
6,1871,"Studio W.Baba"
6,1872,"P.I.C.S."
6,1873,"Silver"
6,1874,"Arvo Animation"
6,1887,"Brio Animation"
6,1890,"Tear Studio"
6,1892,"Sublimation"
6,1893,"CygamesPictures"
6,1903,"IMAGICA Lab."
6,191,"Eiken"
6,1927,"Studio Crocodile"
6,1939,"Alpha Animation"
6,1945,"Lide"
6,1947,"Kate Arrow"
6,1952,"Animation Staff Room"
6,196,"Production Reed"
6,1967,"Drive"
6,1971,"Gainax Kyoto"
6,1972,"HOTZIPANG"
6,1973,"Monster's Egg"
6,1974,"ENGI"
6,1978,"Maho Film"
6,198,"Gakken"
6,1982,"LIDENFILMS Osaka Studio"
6,1983,"Anima&Co."
6,1984,"Bakken Record"
6,199,"Studio Nue"
6,1993,"Studio Bind"
6,1997,"Studio Kai"
6,1998,"Studio Signpost"
6,1999,"Albacrow"
6,2,"Kyoto Animation"
6,200,"Tezuka Productions"
6,2004,"Sunrise Beyond"
6,2009,"Yostar Pictures"
6,2027,"Team TillDawn"
6,2034,"Akatsuki"
6,2037,"Okuruto Noboru"
6,2040,"Maro Studio"
6,2046,"Dazzling Star"
6,2048,"ASK Animation Studio"
6,2052,"Wolfsbane"
6,2053,"l-a-unch·BOX"
6,2056,"DRAWIZ"
6,2057,"Toho Interactive Animation"
6,2063,"Spell Bound"
6,207,"Magic Bus"
6,2075,"Taomee"
6,2080,"Super Normal Studio"
6,2085,"Acca effe"
6,2086,"Giga Production"
6,2097,"HORNETS"
6,21,"Studio Ghibli"
6,2115,"Gosay Studio"
6,2129,"Visual Flight"
6,2134,"CANDY BOX"
6,2140,"Qianqi Animation"
6,2142,"LEVELS"
6,2158,"Durufix"
6,2179,"FIREBUG"
6,218,"Zexcs"
6,22,"Nippon Animation"
6,2201,"Studio Palette"
6,2204,"OZ"
6,2216,"CMAY Animation"
6,2226,"Gambit"
6,2246,"studio MOTHER"
6,2248,"Indivision"
6,2249,"FLAGSHIP LINE"
6,2250,"Spooky graphic"
6,2256,"Kitty Film Mitaka Studio"
6,2257,"XEBEC M2"
6,226,"Panmedia"
6,2266,"Planet Nemo Animation"
6,228,"Daewon Media"
6,2282,"Studio Guts"
6,229,"The Answer Studio"
6,2295,"Story Effect"
6,2299,"GIFTanimation"
6,2300,"Studio Jemi"
6,2305,"Fukushima Gaina"
6,2306,"LIDENFILMS Kyoto Studio"
6,2314,"Quad"
6,2325,"Bibury Animation CG"
6,2326,"OLM Team Yoshioka"
6,2342,"PP Project"
6,235,"Shirogumi"
6,2366,"Kigumi"
6,2370,"Hayabusa Film"
6,2371,"Planet Cartoon"
6,2379,"Scooter Films"
6,24,"Studio Fantasia"
6,2405,"Staple Entertainment"
6,2410,"Gonzino"
6,2414,"MontBlanc Pictures"
6,2416,"Kent House"
6,242,"Ashi Production"
6,246,"Visual 80"
6,247,"Shin-Ei Animation"
6,249,"Robot Communications"
6,256,"Studio Kikan"
6,27,"Xebec"
6,271,"Barnum Studio"
6,276,"DLE"
6,28,"OLM"
6,280,"Studio Junio"
6,281,"Kokusai Eigasha"
6,287,"David Production"
6,288,"Kaname Productions"
6,290,"Kinema Citrus"
6,291,"CoMix Wave Films"
6,292,"AIC PLUS+"
6,3,"Gonzo"
6,30,"Ajia-Do"
6,300,"SILVER LINK."
6,309,"GoHands"
6,311,"Enoki Films"
6,312,"Life Work"
6,314,"White Fox"
6,315,"DAX Production"
6,318,"WAO World"
6,32,"Manglobe"
6,322,"Bee Media"
6,324,"Directions"
6,325,"Code"
6,326,"Animation 21"
6,329,"Phoenix Entertainment"
6,330,"Kanaban Graphics"
6,333,"TYO Animations"
6,334,"Ordet"
6,338,"Studio Bogey"
6,34,"Hal Film Maker"
6,340,"Future Planet"
6,343,"Puzzle Animation Studio Limited"
6,346,"Hoods Entertainment"
6,35,"Seven Arcs"
6,354,"Encourage Films"
6,358,"Telescreen"
6,36,"Gallop"
6,363,"Topcraft"
6,367,"Heewon Entertainment"
6,37,"Studio Deen"
6,370,"Iyasakadou Film"
6,374,"Plus Heads"
6,38,"Arms"
6,385,"Tele-Cartoon Japan"
6,386,"Animaruya"
6,389,"I-move"
6,39,"Daume"
6,390,"Tsuchida Productions"
6,391,"Grouper Productions"
6,397,"Bridge"
6,398,"Milky Cartoon"
6,4,"Bones"
6,400,"Gathering"
6,406,"Asahi Production"
6,409,"Studio Egg"
6,41,"Satelight"
6,413,"Pastel"
6,418,"Studio Gokumi"
6,420,"ACC Production"
6,429,"Office AO"
6,43,"ufotable"
6,432,"Kachidoki Studio"
6,433,"View Works"
6,435,"Studio Zero"
6,436,"AIC Build"
6,437,"Kamikaze Douga"
6,439,"Project No.9"
6,44,"Shaft"
6,441,"8bit"
6,442,"Minami Machi Bugyousho"
6,443,"Studio PuYUKAI"
6,444,"Jinnis Animation Studios"
6,452,"Knack Productions"
6,455,"Palm Studio"
6,456,"Lerche"
6,462,"Chaos Project"
6,463,"M.S.C"
6,466,"Digital Media Lab"
6,471,"Shanghai Animation Film Studio"
6,472,"Usagi Ou"
6,473,"Ascension"
6,474,"Shogakukan Music & Digital Entertainment"
6,478,"Studio Blanc"
6,48,"AIC"
6,486,"Digital Frontier"
6,49,"Remic"
6,5,"Bee Train"
6,50,"KSS"
6,51,"Diomedéa"
6,517,"Asmik Ace"
6,521,"Anpro"
6,523,"SBS TV Production"
6,537,"SANZIGEN"
6,541,"Seven"
6,553,"Marvy Jack"
6,56,"A-1 Pictures"
6,563,"LandQ studios"
6,565,"LMD"
6,569,"MAPPA"
6,577,"Tohokushinsha Film Corporation"
6,581,"Sparky Animation"
6,583,"Annapuru"
6,587,"Tomason"
6,589,"Academy Productions"
6,59,"Beat Frog"
6,593,"Egg"
6,6,"Gainax"
6,60,"Actas"
6,601,"ixtl"
6,605,"C2C"
6,607,"RAMS"
6,629,"Studio Sign"
6,63,"Trinet Entertainment"
6,64,"Sotsu"
6,65,"Tokyo Movie Shinsha"
6,68,"Mushi Production"
6,69,"Front Line"
6,7,"J.C.Staff"
6,70,"Nomad"
6,715,"Dwango"
6,72,"Artmic"
6,721,"GANSIS"
6,723,"Hotline"
6,73,"TMS Entertainment"
6,75,"Imagin"
6,753,"PRA"
6,755,"Jumondo"
6,765,"Sakura Create"
6,77,"APPP"
6,78,"Picture Magic"
6,8,"Artland"
6,80,"Trans Arts"
6,803,"Trigger"
6,805,"AIC Frontier"
6,81,"Radix"
6,83,"AIC Spirits"
6,833,"Kyotoma"
6,839,"LIDENFILMS"
6,848,"Kazami Gakuen Koushiki Douga-bu"
6,850,"Kenji Studio"
6,852,"Nexus"
6,856,"Charaction"
6,858,"Wit Studio"
6,86,"Group TAC"
6,866,"Fanworks"
6,88,"AIC ASTA"
6,884,"Strawberry Meets Pictures"
6,89,"BeSTACK"
6,890,"Karaku"
6,894,"Graphinica"
6,896,"Larx Entertainment"
6,898,"I.Gzwei"
6,909,"Studio Kelmadick"
6,91,"feel."
6,911,"Passione"
6,929,"Animation Do"
6,93,"Studio Flag"
6,939,"Tama Production"
6,94,"Telecom Animation Film"
6,949,"teamKG"
6,95,"Doga Kobo"
6,951,"NAZ"
6,957,"Connect"
6,96,"Yumeta Company"
7,1,"Studio Pierrot"
7,10,"Production I.G"
7,1005,"Oddjob"
7,1009,"Aubec"
7,101,"Studio Hibari"
7,1013,"Opera House"
7,1023,"Polygon Pictures"
7,1025,"Dongwoo A&E"
7,103,"Tatsunoko Production"
7,1037,"Japan Vistec"
7,1045,"Space Neko Company"
7,1053,"Production IMS"
7,1063,"Calf Studio"
7,1065,"Public & Basic"
7,1067,"Rising Force"
7,107,"Plum"
7,1075,"C-Station"
7,1077,"MMDGP"
7,1087,"Lay-duce"
7,1099,"Cyclone Graphics"
7,11,"Madhouse"
7,110,"Triangle Staff"
7,1103,"TROYCA"
7,1109,"Orange"
7,111,"NHK"
7,1111,"DandeLion Animation Studio"
7,1119,"Shuka"
7,112,"Brain's Base"
7,1127,"Studio 3Hz"
7,1129,"Pierrot Plus"
7,1133,"dwarf"
7,1135,"FOREST Hunting One"
7,1137,"SEK Studios"
7,114,"Studio Matrix"
7,1153,"Image Kei"
7,1165,"Tri-Slash"
7,1169,"ILCA"
7,118,"SynergySP"
7,1181,"RG Animation Studios"
7,1189,"Sola Digital Arts"
7,1191,"Azeta Pictures"
7,1195,"Creators in Pack"
7,1197,"Steve N' Steven"
7,120,"TNK"
7,1209,"Studio A-CAT"
7,122,"Tokyo Kids"
7,1229,"Pie in the sky"
7,1231,"OLM Digital"
7,1237,"Millepensee"
7,1239,"KeyEast"
7,1244,"Studio VOLN"
7,1257,"A-Real"
7,1258,"Bandai Namco Pictures"
7,126,"Studio Comet"
7,1260,"Nakamura Production"
7,1263,"Dynamo Pictures"
7,1264,"EMT Squared"
7,1265,"Tomovies"
7,1266,"Studio! Cucuri"
7,1271,"Assez Finaud Fabric"
7,1278,"Signal.MD"
7,1281,"Office DCI"
7,1286,"10Gauge"
7,1290,"Pollyanna Graphics"
7,1291,"KOO-KI"
7,1292,"TUBA"
7,1295,"Pine Jam"
7,1296,"Marza Animation Planet"
7,1299,"AXsiZ"
7,13,"Studio 4°C"
7,1300,"Office Nobu"
7,1306,"AIC Classic"
7,131,"G&G Entertainment"
7,1313,"Amuse"
7,1314,"Gaina"
7,1317,"Production GoodBook"
7,132,"P.A. Works"
7,1320,"Joker Films"
7,1322,"Creative Power Entertaining"
7,1324,"Shimogumi"
7,1325,"Haoliners Animation League"
7,1340,"Typhoon Graphics"
7,1350,"B.CMAY PICTURES"
7,1353,"Issen"
7,1357,"Craftar Studios"
7,136,"Vega Entertainment"
7,1360,"Hoods Drifters Studio"
7,1363,"Marine Entertainment"
7,1379,"Zero-G"
7,1380,"domerica"
7,1381,"GEMBA"
7,1383,"Studio Live"
7,139,"Nihon Ad Systems"
7,1393,"Geno Studio"
7,1396,"W-Toon Studio"
7,14,"Sunrise"
7,1407,"Children's Playground Entertainment"
7,1435,"JCF"
7,1436,"Stingray"
7,1437,"Ishimori Entertainment"
7,1440,"Felix Film"
7,1442,"Mook DLE"
7,1444,"Egg Firm"
7,1454,"REALTHING"
7,1456,"Beijing Huihuang Animation Company"
7,1471,"Platinum Vision"
7,1487,"Bouncy"
7,1489,"Ripromo"
7,150,"Sanrio"
7,1509,"Studio World"
7,1512,"Dai-Ichi Douga"
7,1513,"Dongyang Animation"
7,1514,"Tengu Kobo"
7,1517,"Jinnan Studio"
7,1521,"Studio elle"
7,1522,"Echoes"
7,1529,"Studio M2"
7,1530,"Emon"
7,1536,"Namu Animation"
7,154,"E&G Films"
7,1545,"Japan Taps"
7,1547,"Blade"
7,1549,"Dai Nippon Printing"
7,1558,"TOCSIS"
7,1560,"Yaoyorozu"
7,1562,"Team YokkyuFuman"
7,1567,"Nut"
7,1569,"Seven Arcs Pictures"
7,1575,"DR Movie"
7,1591,"Science SARU"
7,163,"asread."
7,1661,"drop"
7,1662,"Creators Dot Com"
7,1669,"production doA"
7,1673,"DMM.futureworks"
7,1687,"Yokohama Animation Lab"
7,169,"Fuji TV"
7,1690,"Imagineer"
7,1692,"Revoroot"
7,1693,"Studio Flad"
7,1706,"Beijing Rocen Digital"
7,1722,"Bibury Animation Studios"
7,1726,"Three-d"
7,175,"Planet"
7,1754,"Meruhensha"
7,176,"Ginga Ya"
7,1766,"Husio Studio"
7,1768,"Sparkly Key Animation Studio"
7,1769,"helo.inc"
7,177,"Studio Kyuuma"
7,179,"A.C.G.T."
7,1794,"EKACHI EPILKA"
7,1797,"NHK Enterprises"
7,18,"Toei Animation"
7,1807,"2:10 AM Animation"
7,1813,"Studio Lings"
7,1828,"Lapin Track"
7,1829,"Lesprit"
7,1835,"CloverWorks"
7,1837,"G-angle"
7,1838,"33 Collective"
7,1846,"Tokyo Movie"
7,1849,"MASTER LIGHTS"
7,1851,"Jumonji"
7,1853,"Saetta"
7,1857,"GEEK TOYS"
7,1860,"Magia Doraglier"
7,1861,"Animation Planet"
7,1864,"Ez<U+03CC>la"
7,1871,"Studio W.Baba"
7,1872,"P.I.C.S."
7,1873,"Silver"
7,1874,"Arvo Animation"
7,1887,"Brio Animation"
7,1890,"Tear Studio"
7,1892,"Sublimation"
7,1893,"CygamesPictures"
7,1903,"IMAGICA Lab."
7,191,"Eiken"
7,1927,"Studio Crocodile"
7,1939,"Alpha Animation"
7,1945,"Lide"
7,1947,"Kate Arrow"
7,1952,"Animation Staff Room"
7,196,"Production Reed"
7,1967,"Drive"
7,1971,"Gainax Kyoto"
7,1972,"HOTZIPANG"
7,1973,"Monster's Egg"
7,1974,"ENGI"
7,1978,"Maho Film"
7,198,"Gakken"
7,1982,"LIDENFILMS Osaka Studio"
7,1983,"Anima&Co."
7,1984,"Bakken Record"
7,199,"Studio Nue"
7,1993,"Studio Bind"
7,1997,"Studio Kai"
7,1998,"Studio Signpost"
7,1999,"Albacrow"
7,2,"Kyoto Animation"
7,200,"Tezuka Productions"
7,2004,"Sunrise Beyond"
7,2009,"Yostar Pictures"
7,2027,"Team TillDawn"
7,2034,"Akatsuki"
7,2037,"Okuruto Noboru"
7,2040,"Maro Studio"
7,2046,"Dazzling Star"
7,2048,"ASK Animation Studio"
7,2052,"Wolfsbane"
7,2053,"l-a-unch·BOX"
7,2056,"DRAWIZ"
7,2057,"Toho Interactive Animation"
7,2063,"Spell Bound"
7,207,"Magic Bus"
7,2075,"Taomee"
7,2080,"Super Normal Studio"
7,2085,"Acca effe"
7,2086,"Giga Production"
7,2097,"HORNETS"
7,21,"Studio Ghibli"
7,2115,"Gosay Studio"
7,2129,"Visual Flight"
7,2134,"CANDY BOX"
7,2140,"Qianqi Animation"
7,2142,"LEVELS"
7,2158,"Durufix"
7,2179,"FIREBUG"
7,218,"Zexcs"
7,22,"Nippon Animation"
7,2201,"Studio Palette"
7,2204,"OZ"
7,2216,"CMAY Animation"
7,2226,"Gambit"
7,2246,"studio MOTHER"
7,2248,"Indivision"
7,2249,"FLAGSHIP LINE"
7,2250,"Spooky graphic"
7,2252,"Studio Kingyoiro"
7,2256,"Kitty Film Mitaka Studio"
7,2257,"XEBEC M2"
7,226,"Panmedia"
7,2266,"Planet Nemo Animation"
7,228,"Daewon Media"
7,2282,"Studio Guts"
7,229,"The Answer Studio"
7,2295,"Story Effect"
7,2299,"GIFTanimation"
7,2300,"Studio Jemi"
7,2305,"Fukushima Gaina"
7,2306,"LIDENFILMS Kyoto Studio"
7,2314,"Quad"
7,2325,"Bibury Animation CG"
7,2342,"PP Project"
7,235,"Shirogumi"
7,2366,"Kigumi"
7,2370,"Hayabusa Film"
7,2379,"Scooter Films"
7,24,"Studio Fantasia"
7,2405,"Staple Entertainment"
7,2410,"Gonzino"
7,2414,"MontBlanc Pictures"
7,2416,"Kent House"
7,242,"Ashi Production"
7,2432,"happyproject"
7,2438,"yell"
7,246,"Visual 80"
7,247,"Shin-Ei Animation"
7,249,"Robot Communications"
7,256,"Studio Kikan"
7,27,"Xebec"
7,271,"Barnum Studio"
7,276,"DLE"
7,28,"OLM"
7,280,"Studio Junio"
7,281,"Kokusai Eigasha"
7,287,"David Production"
7,288,"Kaname Productions"
7,290,"Kinema Citrus"
7,291,"CoMix Wave Films"
7,292,"AIC PLUS+"
7,3,"Gonzo"
7,30,"Ajia-Do"
7,300,"SILVER LINK."
7,309,"GoHands"
7,311,"Enoki Films"
7,312,"Life Work"
7,314,"White Fox"
7,315,"DAX Production"
7,318,"WAO World"
7,32,"Manglobe"
7,322,"Bee Media"
7,324,"Directions"
7,325,"Code"
7,326,"Animation 21"
7,329,"Phoenix Entertainment"
7,330,"Kanaban Graphics"
7,333,"TYO Animations"
7,334,"Ordet"
7,338,"Studio Bogey"
7,34,"Hal Film Maker"
7,340,"Future Planet"
7,343,"Puzzle Animation Studio Limited"
7,346,"Hoods Entertainment"
7,35,"Seven Arcs"
7,354,"Encourage Films"
7,358,"Telescreen"
7,36,"Gallop"
7,363,"Topcraft"
7,367,"Heewon Entertainment"
7,37,"Studio Deen"
7,370,"Iyasakadou Film"
7,374,"Plus Heads"
7,38,"Arms"
7,385,"Tele-Cartoon Japan"
7,386,"Animaruya"
7,389,"I-move"
7,39,"Daume"
7,390,"Tsuchida Productions"
7,391,"Grouper Productions"
7,397,"Bridge"
7,398,"Milky Cartoon"
7,4,"Bones"
7,400,"Gathering"
7,406,"Asahi Production"
7,409,"Studio Egg"
7,41,"Satelight"
7,413,"Pastel"
7,418,"Studio Gokumi"
7,420,"ACC Production"
7,429,"Office AO"
7,43,"ufotable"
7,432,"Kachidoki Studio"
7,433,"View Works"
7,435,"Studio Zero"
7,436,"AIC Build"
7,437,"Kamikaze Douga"
7,439,"Project No.9"
7,44,"Shaft"
7,441,"8bit"
7,442,"Minami Machi Bugyousho"
7,443,"Studio PuYUKAI"
7,444,"Jinnis Animation Studios"
7,452,"Knack Productions"
7,455,"Palm Studio"
7,456,"Lerche"
7,462,"Chaos Project"
7,463,"M.S.C"
7,466,"Digital Media Lab"
7,471,"Shanghai Animation Film Studio"
7,472,"Usagi Ou"
7,473,"Ascension"
7,474,"Shogakukan Music & Digital Entertainment"
7,478,"Studio Blanc"
7,48,"AIC"
7,486,"Digital Frontier"
7,49,"Remic"
7,5,"Bee Train"
7,50,"KSS"
7,51,"Diomedéa"
7,517,"Asmik Ace"
7,521,"Anpro"
7,523,"SBS TV Production"
7,537,"SANZIGEN"
7,541,"Seven"
7,553,"Marvy Jack"
7,56,"A-1 Pictures"
7,563,"LandQ studios"
7,565,"LMD"
7,569,"MAPPA"
7,577,"Tohokushinsha Film Corporation"
7,581,"Sparky Animation"
7,583,"Annapuru"
7,587,"Tomason"
7,589,"Academy Productions"
7,59,"Beat Frog"
7,593,"Egg"
7,6,"Gainax"
7,60,"Actas"
7,601,"ixtl"
7,605,"C2C"
7,607,"RAMS"
7,629,"Studio Sign"
7,63,"Trinet Entertainment"
7,64,"Sotsu"
7,65,"Tokyo Movie Shinsha"
7,68,"Mushi Production"
7,69,"Front Line"
7,7,"J.C.Staff"
7,70,"Nomad"
7,715,"Dwango"
7,72,"Artmic"
7,721,"GANSIS"
7,723,"Hotline"
7,73,"TMS Entertainment"
7,75,"Imagin"
7,753,"PRA"
7,755,"Jumondo"
7,765,"Sakura Create"
7,77,"APPP"
7,78,"Picture Magic"
7,8,"Artland"
7,80,"Trans Arts"
7,803,"Trigger"
7,805,"AIC Frontier"
7,81,"Radix"
7,83,"AIC Spirits"
7,833,"Kyotoma"
7,839,"LIDENFILMS"
7,848,"Kazami Gakuen Koushiki Douga-bu"
7,850,"Kenji Studio"
7,852,"Nexus"
7,856,"Charaction"
7,858,"Wit Studio"
7,86,"Group TAC"
7,866,"Fanworks"
7,88,"AIC ASTA"
7,884,"Strawberry Meets Pictures"
7,89,"BeSTACK"
7,890,"Karaku"
7,894,"Graphinica"
7,896,"Larx Entertainment"
7,898,"I.Gzwei"
7,909,"Studio Kelmadick"
7,91,"feel."
7,911,"Passione"
7,929,"Animation Do"
7,93,"Studio Flag"
7,939,"Tama Production"
7,94,"Telecom Animation Film"
7,949,"teamKG"
7,95,"Doga Kobo"
7,951,"NAZ"
7,957,"Connect"
7,96,"Yumeta Company"
8,1,"Pierrot"
8,10,"Production I.G"
8,1005,"Oddjob"
8,1009,"Aubec"
8,101,"Studio Hibari"
8,1013,"Opera House"
8,1023,"Polygon Pictures"
8,1025,"Dongwoo A&E"
8,103,"Tatsunoko Production"
8,1037,"Japan Vistec"
8,1045,"Space Neko Company"
8,1053,"Production IMS"
8,1063,"Calf Studio"
8,1065,"Public & Basic"
8,1067,"Rising Force"
8,107,"Plum"
8,1075,"C-Station"
8,1077,"MMDGP"
8,1087,"Lay-duce"
8,1099,"Cyclone Graphics"
8,11,"Madhouse"
8,110,"Triangle Staff"
8,1103,"TROYCA"
8,1109,"Orange"
8,111,"NHK"
8,1111,"DandeLion Animation Studio"
8,1119,"Shuka"
8,112,"Brain's Base"
8,1127,"Studio 3Hz"
8,1129,"Pierrot Plus"
8,1133,"dwarf"
8,1135,"FOREST Hunting One"
8,1137,"SEK Studios"
8,114,"Studio Matrix"
8,1153,"Image Kei"
8,1165,"Tri-Slash"
8,1169,"ILCA"
8,118,"SynergySP"
8,1181,"RG Animation Studios"
8,1189,"Sola Digital Arts"
8,1191,"Azeta Pictures"
8,1195,"Creators in Pack"
8,1197,"Steve N' Steven"
8,120,"TNK"
8,1209,"Studio A-CAT"
8,122,"Tokyo Kids"
8,1229,"Pie in the sky"
8,1231,"OLM Digital"
8,1237,"Millepensee"
8,1239,"KeyEast"
8,1244,"Studio VOLN"
8,1257,"A-Real"
8,1258,"Bandai Namco Pictures"
8,126,"Studio Comet"
8,1260,"Nakamura Production"
8,1263,"Dynamo Pictures"
8,1264,"EMT Squared"
8,1265,"Tomovies"
8,1266,"Studio! Cucuri"
8,1271,"Assez Finaud Fabric"
8,1278,"Signal.MD"
8,1281,"Office DCI"
8,1286,"10Gauge"
8,1290,"Pollyanna Graphics"
8,1291,"KOO-KI"
8,1292,"TUBA"
8,1295,"Pine Jam"
8,1296,"Marza Animation Planet"
8,1299,"AXsiZ"
8,13,"Studio 4Â°C"
8,1300,"Office Nobu"
8,1306,"AIC Classic"
8,131,"G&G Entertainment"
8,1313,"Amuse"
8,1314,"Gaina"
8,1317,"Production GoodBook"
8,132,"P.A. Works"
8,1320,"Joker Films"
8,1322,"Creative Power Entertaining"
8,1324,"Shimogumi"
8,1325,"Haoliners Animation League"
8,1340,"Typhoon Graphics"
8,1350,"B.CMAY PICTURES"
8,1353,"Issen"
8,1357,"Craftar Studios"
8,136,"Vega Entertainment"
8,1360,"Hoods Drifters Studio"
8,1363,"Marine Entertainment"
8,1379,"Zero-G"
8,1380,"domerica"
8,1381,"GEMBA"
8,1383,"Studio Live"
8,139,"Nihon Ad Systems"
8,1393,"Geno Studio"
8,1396,"W-Toon Studio"
8,14,"Sunrise"
