"tm_ky","studio_id","studio_de"
3,226,"Panmedia"
3,228,"Daewon Media"
3,2282,"Studio Guts"
3,2299,"GIFTanimation"
3,2300,"Studio Jemi"
3,2305,"Fukushima Gaina"
3,2306,"LIDENFILMS Kyoto Studio"
3,2314,"Quad"
3,2326,"OLM Team Yoshioka"
3,2342,"PP Project"
3,235,"Shirogumi"
3,2366,"Kigumi"
3,2371,"Planet Cartoon"
3,24,"Studio Fantasia"
3,242,"Ashi Production"
3,246,"Visual 80"
3,247,"Shin-Ei Animation"
3,249,"Robot Communications"
3,256,"Studio Kikan"
3,27,"Xebec"
3,271,"Barnum Studio"
3,276,"DLE"
3,28,"OLM"
3,280,"Studio Junio"
3,281,"Kokusai Eigasha"
3,287,"David Production"
3,288,"Kaname Productions"
3,290,"Kinema Citrus"
3,291,"CoMix Wave Films"
3,292,"AIC PLUS+"
3,3,"Gonzo"
3,30,"Ajia-Do"
3,300,"SILVER LINK."
3,309,"GoHands"
3,311,"Enoki Films"
3,314,"White Fox"
3,315,"DAX Production"
3,318,"WAO World"
3,32,"Manglobe"
3,322,"Bee Media"
3,325,"Code"
3,326,"Animation 21"
3,329,"Phoenix Entertainment"
3,330,"Kanaban Graphics"
3,333,"TYO Animations"
3,334,"Ordet"
3,338,"Studio Bogey"
3,34,"Hal Film Maker"
3,340,"Future Planet"
3,346,"Hoods Entertainment"
3,35,"Seven Arcs"
3,354,"Encourage Films"
3,358,"Telescreen"
3,36,"Gallop"
3,363,"Topcraft"
3,367,"Heewon Entertainment"
3,37,"Studio Deen"
3,374,"Plus Heads"
3,38,"Arms"
3,385,"Tele-Cartoon Japan"
3,386,"Animaruya"
3,39,"Daume"
3,390,"Tsuchida Productions"
3,397,"Bridge"
3,398,"Milky Cartoon"
3,4,"Bones"
3,400,"Gathering"
3,406,"Asahi Production"
3,409,"Studio Egg"
3,41,"Satelight"
3,413,"Pastel"
3,418,"Studio Gokumi"
3,420,"ACC Production"
3,43,"ufotable"
3,432,"Kachidoki Studio"
3,433,"View Works"
3,435,"Studio Zero"
3,436,"AIC Build"
3,437,"Kamikaze Douga"
3,439,"Project No.9"
3,44,"Shaft"
3,441,"8bit"
3,442,"Minami Machi Bugyousho"
3,443,"Studio PuYUKAI"
3,444,"Jinnis Animation Studios"
3,452,"Knack Productions"
3,455,"Palm Studio"
3,456,"Lerche"
3,462,"Chaos Project"
3,463,"M.S.C"
3,466,"Digital Media Lab"
3,471,"Shanghai Animation Film Studio"
3,473,"Ascension"
3,474,"Shogakukan Music & Digital Entertainment"
3,478,"Studio Blanc"
3,48,"AIC"
3,486,"Digital Frontier"
3,49,"Remic"
3,5,"Bee Train"
3,50,"KSS"
3,51,"Diomedéa"
3,517,"Asmik Ace"
3,521,"Anpro"
3,523,"SBS TV Production"
3,537,"SANZIGEN"
3,541,"Seven"
3,553,"Marvy Jack"
3,56,"A-1 Pictures"
3,563,"LandQ studios"
3,565,"LMD"
3,569,"MAPPA"
3,577,"Tohokushinsha Film Corporation"
3,581,"Sparky Animation"
3,583,"Annapuru"
3,587,"Tomason"
3,589,"Academy Productions"
3,59,"Beat Frog"
3,6,"Gainax"
3,60,"Actas"
3,601,"ixtl"
3,605,"C2C"
3,607,"RAMS"
3,629,"Studio Sign"
3,63,"Trinet Entertainment"
3,64,"Sotsu"
3,65,"Tokyo Movie Shinsha"
3,68,"Mushi Production"
3,7,"J.C.Staff"
3,70,"Nomad"
3,715,"Dwango"
3,72,"Artmic"
3,721,"GANSIS"
3,723,"Hotline"
3,73,"TMS Entertainment"
3,75,"Imagin"
3,753,"PRA"
3,77,"APPP"
3,78,"Picture Magic"
3,79,"Genco"
3,8,"Artland"
3,80,"Trans Arts"
3,803,"Trigger"
3,805,"AIC Frontier"
3,81,"Radix"
3,83,"AIC Spirits"
3,833,"Kyotoma"
3,839,"LIDENFILMS"
3,848,"Kazami Gakuen Koushiki Douga-bu"
3,852,"Nexus"
3,856,"Charaction"
3,858,"Wit Studio"
3,86,"Group TAC"
3,866,"Fanworks"
3,88,"AIC ASTA"
3,884,"Strawberry Meets Pictures"
3,89,"BeSTACK"
3,890,"Karaku"
3,894,"Graphinica"
3,896,"Larx Entertainment"
3,898,"I.Gzwei"
3,91,"feel."
3,911,"Passione"
3,929,"Animation Do"
3,93,"Studio Flag"
3,939,"Tama Production"
3,94,"Telecom Animation Film"
3,949,"teamKG"
3,95,"Doga Kobo"
3,951,"NAZ"
3,957,"Connect"
3,96,"Yumeta Company"
4,1,"Studio Pierrot"
4,10,"Production I.G"
4,1005,"Oddjob"
4,1009,"Aubec"
4,101,"Studio Hibari"
4,1013,"Opera House"
4,1023,"Polygon Pictures"
4,1025,"Dongwoo A&E"
4,103,"Tatsunoko Production"
4,1037,"Japan Vistec"
4,1045,"Space Neko Company"
4,1053,"Production IMS"
4,1063,"Calf Studio"
4,1065,"Public & Basic"
4,1067,"Rising Force"
4,107,"Plum"
4,1075,"C-Station"
4,1077,"MMDGP"
4,1079,"3xCube"
4,1087,"Lay-duce"
4,1099,"Cyclone Graphics"
4,11,"Madhouse"
4,110,"Triangle Staff"
4,1103,"TROYCA"
4,1107,"Rabbit Gate"
4,1109,"Orange"
4,111,"NHK"
4,1111,"DandeLion Animation Studio"
4,1119,"Shuka"
4,112,"Brain's Base"
4,1127,"Studio 3Hz"
4,1129,"Pierrot Plus"
4,1133,"dwarf"
4,1135,"FOREST Hunting One"
4,1137,"SEK Studios"
4,114,"Studio Matrix"
4,1153,"Image Kei"
4,1165,"Tri-Slash"
4,1169,"ILCA"
4,118,"SynergySP"
4,1181,"RG Animation Studios"
4,1189,"Sola Digital Arts"
4,1191,"Azeta Pictures"
4,1195,"Creators in Pack"
4,1197,"Steve N' Steven"
4,120,"TNK"
4,1209,"Studio A-CAT"
4,122,"Tokyo Kids"
4,1229,"Pie in the sky"
4,1231,"OLM Digital"
4,1237,"Millepensee"
4,1239,"KeyEast"
4,1244,"Studio VOLN"
4,1257,"A-Real"
4,1258,"Bandai Namco Pictures"
4,126,"Studio Comet"
4,1260,"Nakamura Production"
4,1263,"Dynamo Pictures"
4,1264,"EMT Squared"
4,1265,"Tomovies"
4,1266,"Studio! Cucuri"
4,1271,"Assez Finaud Fabric"
4,1278,"Signal.MD"
4,1281,"Office DCI"
4,1286,"10Gauge"
4,1290,"Pollyanna Graphics"
4,1291,"KOO-KI"
4,1292,"TUBA"
4,1295,"Pine Jam"
4,1296,"Marza Animation Planet"
4,1299,"AXsiZ"
4,13,"Studio 4°C"
4,1300,"Office Nobu"
4,1306,"AIC Classic"
4,131,"G&G Entertainment"
4,1313,"Amuse"
4,1314,"Gaina"
4,1317,"Production GoodBook"
4,132,"P.A. Works"
4,1320,"Joker Films"
4,1322,"Creative Power Entertaining"
4,1324,"Shimogumi"
4,1325,"Haoliners Animation League"
4,1340,"Typhoon Graphics"
4,1350,"B.CMAY PICTURES"
4,1353,"Issen"
4,1357,"Craftar Studios"
4,136,"Vega Entertainment"
4,1360,"Hoods Drifters Studio"
4,1363,"Marine Entertainment"
4,1379,"Zero-G"
4,1380,"domerica"
4,1381,"GEMBA"
4,1383,"Studio Live"
4,139,"Nihon Ad Systems"
4,1393,"Geno Studio"
4,1396,"W-Toon Studio"
4,14,"Sunrise"
4,1407,"Children's Playground Entertainment"
4,1435,"JCF"
4,1436,"Stingray"
4,1437,"Ishimori Entertainment"
4,1440,"Felix Film"
4,1442,"Mook DLE"
4,1444,"Egg Firm"
4,1454,"REALTHING"
4,1456,"Beijing Huihuang Animation Company"
4,1471,"Platinum Vision"
4,1487,"Bouncy"
4,1489,"Ripromo"
4,150,"Sanrio"
4,1509,"Studio World"
4,1512,"Dai-Ichi Douga"
4,1513,"Dongyang Animation"
4,1514,"Tengu Kobo"
4,1517,"Jinnan Studio"
4,1521,"Studio elle"
4,1522,"Echoes"
4,1529,"Studio M2"
4,1530,"Emon"
4,1536,"Namu Animation"
4,154,"E&G Films"
4,1545,"Japan Taps"
4,1547,"Blade"
4,1549,"Dai Nippon Printing"
4,1558,"TOCSIS"
4,1560,"Yaoyorozu"
4,1562,"Team YokkyuFuman"
4,1567,"Nut"
4,1569,"Seven Arcs Pictures"
4,1575,"DR Movie"
4,1591,"Science SARU"
4,163,"asread."
4,1661,"drop"
4,1662,"Creators Dot Com"
4,1669,"production doA"
4,1673,"DMM.futureworks"
4,1687,"Yokohama Animation Lab"
4,169,"Fuji TV"
4,1690,"Imagineer"
4,1692,"Revoroot"
4,1693,"Studio Flad"
4,1706,"Beijing Rocen Digital"
4,1722,"Bibury Animation Studios"
4,1726,"Three-d"
4,175,"Planet"
4,1754,"Meruhensha"
4,1759,"Lilix"
4,176,"Ginga Ya"
4,1760,"Suiseisha"
4,1766,"Husio Studio"
4,1768,"Sparkly Key Animation Studio"
4,1769,"helo.inc"
4,177,"Studio Kyuuma"
4,179,"A.C.G.T."
4,1794,"EKACHI EPILKA"
4,1797,"NHK Enterprises"
4,18,"Toei Animation"
4,1807,"2:10 AM Animation"
4,1813,"Studio Lings"
4,1828,"Lapin Track"
4,1829,"Lesprit"
4,1835,"CloverWorks"
4,1837,"G-angle"
4,1838,"33 Collective"
4,1846,"Tokyo Movie"
4,1849,"MASTER LIGHTS"
4,1851,"Jumonji"
4,1853,"Saetta"
4,1857,"GEEK TOYS"
4,1860,"Magia Doraglier"
4,1861,"Animation Planet"
4,1864,"Ez<U+03CC>la"
4,1871,"Studio W.Baba"
4,1872,"P.I.C.S."
4,1873,"Silver"
4,1874,"Arvo Animation"
4,1887,"Brio Animation"
4,1890,"Tear Studio"
4,1892,"Sublimation"
4,1893,"CygamesPictures"
4,1903,"IMAGICA Lab."
4,191,"Eiken"
4,1927,"Studio Crocodile"
4,1939,"Alpha Animation"
4,1945,"Lide"
4,1947,"Kate Arrow"
4,1952,"Animation Staff Room"
4,196,"Production Reed"
4,1967,"Drive"
4,1968,"Studio Hokiboshi"
4,1971,"Gainax Kyoto"
4,1972,"HOTZIPANG"
4,1973,"Monster's Egg"
4,1974,"ENGI"
4,1978,"Maho Film"
4,198,"Gakken"
4,1982,"LIDENFILMS Osaka Studio"
4,1983,"Anima&Co."
4,1984,"Bakken Record"
4,199,"Studio Nue"
4,1993,"Studio Bind"
4,1997,"Studio Kai"
4,1998,"Studio Signpost"
4,1999,"Albacrow"
4,2,"Kyoto Animation"
4,200,"Tezuka Productions"
4,2004,"Sunrise Beyond"
4,2009,"Yostar Pictures"
4,2013,"Peak Hunt"
4,2020,"Ark"
4,2027,"Team TillDawn"
4,2034,"Akatsuki"
4,2037,"Okuruto Noboru"
4,2040,"Maro Studio"
4,2046,"Dazzling Star"
4,2048,"ASK Animation Studio"
4,2052,"Wolfsbane"
4,2053,"l-a-unch·BOX"
4,2056,"DRAWIZ"
4,2057,"Toho Interactive Animation"
4,2063,"Spell Bound"
4,207,"Magic Bus"
4,2075,"Taomee"
4,2080,"Super Normal Studio"
4,2085,"Acca effe"
4,2086,"Giga Production"
4,2097,"HORNETS"
4,21,"Studio Ghibli"
4,2114,"Ether Kitten"
4,2115,"Gosay Studio"
4,2129,"Visual Flight"
4,2134,"CANDY BOX"
4,2140,"Qianqi Animation"
4,2142,"LEVELS"
4,2158,"Durufix"
4,2179,"FIREBUG"
4,218,"Zexcs"
4,2198,"Irawias"
4,22,"Nippon Animation"
4,2201,"Studio Palette"
4,2204,"OZ"
4,2216,"CMAY Animation"
4,2226,"Gambit"
4,2246,"studio MOTHER"
4,2248,"Indivision"
4,2249,"FLAGSHIP LINE"
4,2250,"Spooky graphic"
4,2256,"Kitty Film Mitaka Studio"
4,2257,"XEBEC M2"
4,226,"Panmedia"
4,2266,"Planet Nemo Animation"
4,228,"Daewon Media"
4,2282,"Studio Guts"
4,229,"The Answer Studio"
4,2295,"Story Effect"
4,2299,"GIFTanimation"
4,2300,"Studio Jemi"
4,2305,"Fukushima Gaina"
4,2306,"LIDENFILMS Kyoto Studio"
4,2314,"Quad"
4,2325,"Bibury Animation CG"
4,2326,"OLM Team Yoshioka"
4,2342,"PP Project"
4,235,"Shirogumi"
4,2366,"Kigumi"
4,2370,"Hayabusa Film"
4,2371,"Planet Cartoon"
4,2379,"Scooter Films"
4,24,"Studio Fantasia"
4,2405,"Staple Entertainment"
4,2410,"Gonzino"
4,242,"Ashi Production"
4,246,"Visual 80"
4,247,"Shin-Ei Animation"
4,249,"Robot Communications"
4,256,"Studio Kikan"
4,27,"Xebec"
4,271,"Barnum Studio"
4,276,"DLE"
4,28,"OLM"
4,280,"Studio Junio"
4,281,"Kokusai Eigasha"
4,287,"David Production"
4,288,"Kaname Productions"
4,290,"Kinema Citrus"
4,291,"CoMix Wave Films"
4,292,"AIC PLUS+"
4,3,"Gonzo"
4,30,"Ajia-Do"
4,300,"SILVER LINK."
4,309,"GoHands"
4,311,"Enoki Films"
4,312,"Life Work"
4,314,"White Fox"
4,315,"DAX Production"
4,318,"WAO World"
4,32,"Manglobe"
4,322,"Bee Media"
4,324,"Directions"
4,325,"Code"
4,326,"Animation 21"
4,329,"Phoenix Entertainment"
4,330,"Kanaban Graphics"
4,333,"TYO Animations"
4,334,"Ordet"
4,338,"Studio Bogey"
4,34,"Hal Film Maker"
4,340,"Future Planet"
4,343,"Puzzle Animation Studio Limited"
4,346,"Hoods Entertainment"
4,35,"Seven Arcs"
4,354,"Encourage Films"
4,358,"Telescreen"
4,36,"Gallop"
4,363,"Topcraft"
4,367,"Heewon Entertainment"
4,37,"Studio Deen"
4,370,"Iyasakadou Film"
4,374,"Plus Heads"
4,38,"Arms"
4,385,"Tele-Cartoon Japan"
4,386,"Animaruya"
4,389,"I-move"
4,39,"Daume"
4,390,"Tsuchida Productions"
4,391,"Grouper Productions"
4,397,"Bridge"
4,398,"Milky Cartoon"
4,4,"Bones"
4,400,"Gathering"
4,406,"Asahi Production"
4,409,"Studio Egg"
4,41,"Satelight"
4,413,"Pastel"
4,418,"Studio Gokumi"
4,420,"ACC Production"
4,429,"Office AO"
4,43,"ufotable"
4,432,"Kachidoki Studio"
4,433,"View Works"
4,435,"Studio Zero"
4,436,"AIC Build"
4,437,"Kamikaze Douga"
4,439,"Project No.9"
4,44,"Shaft"
4,441,"8bit"
4,442,"Minami Machi Bugyousho"
4,443,"Studio PuYUKAI"
4,444,"Jinnis Animation Studios"
4,452,"Knack Productions"
4,455,"Palm Studio"
4,456,"Lerche"
4,462,"Chaos Project"
4,463,"M.S.C"
4,466,"Digital Media Lab"
4,471,"Shanghai Animation Film Studio"
4,472,"Usagi Ou"
4,473,"Ascension"
4,474,"Shogakukan Music & Digital Entertainment"
4,478,"Studio Blanc"
4,48,"AIC"
4,486,"Digital Frontier"
4,49,"Remic"
4,5,"Bee Train"
4,50,"KSS"
4,51,"Diomedéa"
4,517,"Asmik Ace"
4,521,"Anpro"
4,523,"SBS TV Production"
4,537,"SANZIGEN"
4,541,"Seven"
4,553,"Marvy Jack"
4,56,"A-1 Pictures"
4,563,"LandQ studios"
4,565,"LMD"
4,569,"MAPPA"
4,577,"Tohokushinsha Film Corporation"
4,581,"Sparky Animation"
4,583,"Annapuru"
4,587,"Tomason"
4,589,"Academy Productions"
4,59,"Beat Frog"
4,593,"Egg"
4,6,"Gainax"
4,60,"Actas"
4,601,"ixtl"
4,605,"C2C"
4,607,"RAMS"
4,629,"Studio Sign"
4,63,"Trinet Entertainment"
4,64,"Sotsu"
4,65,"Tokyo Movie Shinsha"
4,68,"Mushi Production"
4,69,"Front Line"
4,7,"J.C.Staff"
4,70,"Nomad"
4,715,"Dwango"
4,72,"Artmic"
4,721,"GANSIS"
4,723,"Hotline"
4,73,"TMS Entertainment"
4,75,"Imagin"
4,753,"PRA"
4,755,"Jumondo"
4,765,"Sakura Create"
4,77,"APPP"
4,78,"Picture Magic"
4,79,"Genco"
4,8,"Artland"
4,80,"Trans Arts"
4,803,"Trigger"
4,805,"AIC Frontier"
4,81,"Radix"
4,827,"Amber Film Works"
4,83,"AIC Spirits"
4,833,"Kyotoma"
4,839,"LIDENFILMS"
4,848,"Kazami Gakuen Koushiki Douga-bu"
4,850,"Kenji Studio"
4,852,"Nexus"
4,856,"Charaction"
4,858,"Wit Studio"
4,86,"Group TAC"
4,866,"Fanworks"
4,88,"AIC ASTA"
4,884,"Strawberry Meets Pictures"
4,89,"BeSTACK"
4,890,"Karaku"
4,894,"Graphinica"
4,896,"Larx Entertainment"
4,898,"I.Gzwei"
4,909,"Studio Kelmadick"
4,91,"feel."
4,911,"Passione"
4,929,"Animation Do"
4,93,"Studio Flag"
4,939,"Tama Production"
4,94,"Telecom Animation Film"
4,949,"teamKG"
4,95,"Doga Kobo"
4,951,"NAZ"
4,957,"Connect"
4,96,"Yumeta Company"
5,1,"Studio Pierrot"
5,10,"Production I.G"
5,1005,"Oddjob"
5,1009,"Aubec"
5,101,"Studio Hibari"
5,1013,"Opera House"
5,1023,"Polygon Pictures"
5,1025,"Dongwoo A&E"
5,103,"Tatsunoko Production"
5,1037,"Japan Vistec"
5,1045,"Space Neko Company"
5,1053,"Production IMS"
5,1063,"Calf Studio"
5,1065,"Public & Basic"
5,1067,"Rising Force"
5,107,"Plum"
5,1075,"C-Station"
5,1077,"MMDGP"
5,1079,"3xCube"
5,1087,"Lay-duce"
5,1099,"Cyclone Graphics"
5,11,"Madhouse"
5,110,"Triangle Staff"
5,1103,"TROYCA"
5,1109,"Orange"
5,111,"NHK"
5,1111,"DandeLion Animation Studio"
5,1119,"Shuka"
5,112,"Brain's Base"
5,1127,"Studio 3Hz"
5,1129,"Pierrot Plus"
5,1133,"dwarf"
5,1135,"FOREST Hunting One"
5,1137,"SEK Studios"
5,114,"Studio Matrix"
5,1153,"Image Kei"
5,1165,"Tri-Slash"
5,1169,"ILCA"
5,118,"SynergySP"
5,1181,"RG Animation Studios"
5,1189,"Sola Digital Arts"
5,1191,"Azeta Pictures"
5,1195,"Creators in Pack"
5,1197,"Steve N' Steven"
5,120,"TNK"
5,1209,"Studio A-CAT"
5,122,"Tokyo Kids"
5,1229,"Pie in the sky"
5,1231,"OLM Digital"
5,1237,"Millepensee"
5,1239,"KeyEast"
5,1244,"Studio VOLN"
5,1257,"A-Real"
5,1258,"Bandai Namco Pictures"
5,126,"Studio Comet"
5,1260,"Nakamura Production"
5,1263,"Dynamo Pictures"
5,1264,"EMT Squared"
5,1265,"Tomovies"
5,1266,"Studio! Cucuri"
5,1271,"Assez Finaud Fabric"
5,1278,"Signal.MD"
5,1281,"Office DCI"
5,1286,"10Gauge"
5,1290,"Pollyanna Graphics"
5,1291,"KOO-KI"
5,1292,"TUBA"
5,1295,"Pine Jam"
5,1296,"Marza Animation Planet"
5,1299,"AXsiZ"
5,13,"Studio 4°C"
5,1300,"Office Nobu"
5,1306,"AIC Classic"
5,131,"G&G Entertainment"
5,1313,"Amuse"
5,1314,"Gaina"
5,1317,"Production GoodBook"
5,132,"P.A. Works"
5,1320,"Joker Films"
5,1322,"Creative Power Entertaining"
5,1324,"Shimogumi"
5,1325,"Haoliners Animation League"
5,1340,"Typhoon Graphics"
5,1350,"B.CMAY PICTURES"
5,1353,"Issen"
5,1357,"Craftar Studios"
5,136,"Vega Entertainment"
5,1360,"Hoods Drifters Studio"
5,1363,"Marine Entertainment"
5,1379,"Zero-G"
5,1380,"domerica"
5,1381,"GEMBA"
5,1383,"Studio Live"
5,139,"Nihon Ad Systems"
5,1393,"Geno Studio"
5,1396,"W-Toon Studio"
5,14,"Sunrise"
5,1407,"Children's Playground Entertainment"
5,1435,"JCF"
5,1436,"Stingray"
5,1437,"Ishimori Entertainment"
5,1440,"Felix Film"
5,1442,"Mook DLE"
5,1444,"Egg Firm"
5,1454,"REALTHING"
5,1456,"Beijing Huihuang Animation Company"
5,1471,"Platinum Vision"
5,1487,"Bouncy"
5,1489,"Ripromo"
5,150,"Sanrio"
5,1509,"Studio World"
5,1512,"Dai-Ichi Douga"
5,1513,"Dongyang Animation"
5,1514,"Tengu Kobo"
5,1517,"Jinnan Studio"
5,1521,"Studio elle"
5,1522,"Echoes"
5,1529,"Studio M2"
5,1530,"Emon"
5,1536,"Namu Animation"
5,154,"E&G Films"
5,1545,"Japan Taps"
5,1547,"Blade"
5,1549,"Dai Nippon Printing"
5,1558,"TOCSIS"
5,1560,"Yaoyorozu"
5,1562,"Team YokkyuFuman"
5,1567,"Nut"
5,1569,"Seven Arcs Pictures"
5,1575,"DR Movie"
5,1591,"Science SARU"
5,163,"asread."
5,1661,"drop"
5,1662,"Creators Dot Com"
5,1669,"production doA"
5,1673,"DMM.futureworks"
5,1687,"Yokohama Animation Lab"
5,169,"Fuji TV"
5,1690,"Imagineer"
5,1692,"Revoroot"
5,1693,"Studio Flad"
5,1706,"Beijing Rocen Digital"
5,1722,"Bibury Animation Studios"
5,1726,"Three-d"
5,175,"Planet"
5,1754,"Meruhensha"
5,176,"Ginga Ya"
5,1766,"Husio Studio"
5,1768,"Sparkly Key Animation Studio"
5,1769,"helo.inc"
5,177,"Studio Kyuuma"
5,179,"A.C.G.T."
5,1794,"EKACHI EPILKA"
5,1797,"NHK Enterprises"
5,18,"Toei Animation"
5,1807,"2:10 AM Animation"
5,1813,"Studio Lings"
5,1828,"Lapin Track"
5,1829,"Lesprit"
5,1835,"CloverWorks"
5,1837,"G-angle"
5,1838,"33 Collective"
5,1846,"Tokyo Movie"
5,1849,"MASTER LIGHTS"
5,1851,"Jumonji"
5,1853,"Saetta"
5,1857,"GEEK TOYS"
5,1860,"Magia Doraglier"
5,1861,"Animation Planet"
5,1864,"Ez<U+03CC>la"
5,1871,"Studio W.Baba"
5,1872,"P.I.C.S."
5,1873,"Silver"
5,1874,"Arvo Animation"
5,1887,"Brio Animation"
5,1890,"Tear Studio"
5,1892,"Sublimation"
5,1893,"CygamesPictures"
5,1903,"IMAGICA Lab."
5,191,"Eiken"
5,1927,"Studio Crocodile"
5,1939,"Alpha Animation"
5,1945,"Lide"
5,1947,"Kate Arrow"
5,1952,"Animation Staff Room"
5,196,"Production Reed"
5,1967,"Drive"
5,1971,"Gainax Kyoto"
5,1972,"HOTZIPANG"
5,1973,"Monster's Egg"
5,1974,"ENGI"
5,1978,"Maho Film"
5,198,"Gakken"
5,1982,"LIDENFILMS Osaka Studio"
5,1983,"Anima&Co."
5,1984,"Bakken Record"
5,199,"Studio Nue"
5,1993,"Studio Bind"
5,1997,"Studio Kai"
5,1998,"Studio Signpost"
5,1999,"Albacrow"
5,2,"Kyoto Animation"
5,200,"Tezuka Productions"
5,2004,"Sunrise Beyond"
5,2009,"Yostar Pictures"
5,2027,"Team TillDawn"
5,2034,"Akatsuki"
5,2037,"Okuruto Noboru"
5,2040,"Maro Studio"
5,2046,"Dazzling Star"
5,2048,"ASK Animation Studio"
5,2052,"Wolfsbane"
5,2053,"l-a-unch·BOX"
5,2056,"DRAWIZ"
5,2057,"Toho Interactive Animation"
5,2063,"Spell Bound"
5,207,"Magic Bus"
5,2075,"Taomee"
5,2080,"Super Normal Studio"
5,2085,"Acca effe"
5,2086,"Giga Production"
5,2097,"HORNETS"
5,21,"Studio Ghibli"
5,2115,"Gosay Studio"
5,2129,"Visual Flight"
5,2134,"CANDY BOX"
5,2140,"Qianqi Animation"
5,2142,"LEVELS"
5,2158,"Durufix"
5,2179,"FIREBUG"
5,218,"Zexcs"
5,22,"Nippon Animation"
5,2201,"Studio Palette"
5,2204,"OZ"
5,2216,"CMAY Animation"
5,2226,"Gambit"
5,2246,"studio MOTHER"
5,2248,"Indivision"
5,2249,"FLAGSHIP LINE"
5,2250,"Spooky graphic"
5,2256,"Kitty Film Mitaka Studio"
5,2257,"XEBEC M2"
5,226,"Panmedia"
5,2266,"Planet Nemo Animation"
5,228,"Daewon Media"
5,2282,"Studio Guts"
5,229,"The Answer Studio"
5,2295,"Story Effect"
5,2299,"GIFTanimation"
5,2300,"Studio Jemi"
5,2305,"Fukushima Gaina"
5,2306,"LIDENFILMS Kyoto Studio"
5,2314,"Quad"
5,2325,"Bibury Animation CG"
5,2326,"OLM Team Yoshioka"
5,2342,"PP Project"
5,235,"Shirogumi"
5,2366,"Kigumi"
5,2370,"Hayabusa Film"
5,2371,"Planet Cartoon"
5,2379,"Scooter Films"
5,24,"Studio Fantasia"
5,2405,"Staple Entertainment"
5,2410,"Gonzino"
5,2414,"MontBlanc Pictures"
5,2416,"Kent House"
5,242,"Ashi Production"
5,246,"Visual 80"
5,247,"Shin-Ei Animation"
5,249,"Robot Communications"
5,256,"Studio Kikan"
5,27,"Xebec"
5,271,"Barnum Studio"
5,276,"DLE"
5,28,"OLM"
5,280,"Studio Junio"
5,281,"Kokusai Eigasha"
5,287,"David Production"
5,288,"Kaname Productions"
5,290,"Kinema Citrus"
5,291,"CoMix Wave Films"
5,292,"AIC PLUS+"
5,3,"Gonzo"
5,30,"Ajia-Do"
5,300,"SILVER LINK."
5,309,"GoHands"
5,311,"Enoki Films"
5,312,"Life Work"
5,314,"White Fox"
5,315,"DAX Production"
5,318,"WAO World"
5,32,"Manglobe"
5,322,"Bee Media"
5,324,"Directions"
5,325,"Code"
5,326,"Animation 21"
5,329,"Phoenix Entertainment"
5,330,"Kanaban Graphics"
5,333,"TYO Animations"
5,334,"Ordet"
5,338,"Studio Bogey"
5,34,"Hal Film Maker"
5,340,"Future Planet"
5,343,"Puzzle Animation Studio Limited"
5,346,"Hoods Entertainment"
5,35,"Seven Arcs"
5,354,"Encourage Films"
5,358,"Telescreen"
5,36,"Gallop"
5,363,"Topcraft"
5,367,"Heewon Entertainment"
5,37,"Studio Deen"
5,370,"Iyasakadou Film"
5,374,"Plus Heads"
5,38,"Arms"
5,385,"Tele-Cartoon Japan"
5,386,"Animaruya"
5,389,"I-move"
5,39,"Daume"
5,390,"Tsuchida Productions"
5,391,"Grouper Productions"
5,397,"Bridge"
5,398,"Milky Cartoon"
5,4,"Bones"
5,400,"Gathering"
5,406,"Asahi Production"
5,409,"Studio Egg"
5,41,"Satelight"
5,413,"Pastel"
5,418,"Studio Gokumi"
5,420,"ACC Production"
5,429,"Office AO"
5,43,"ufotable"
5,432,"Kachidoki Studio"
5,433,"View Works"
5,435,"Studio Zero"
5,436,"AIC Build"
5,437,"Kamikaze Douga"
5,439,"Project No.9"
5,44,"Shaft"
5,441,"8bit"
5,442,"Minami Machi Bugyousho"
5,443,"Studio PuYUKAI"
5,444,"Jinnis Animation Studios"
5,452,"Knack Productions"
5,455,"Palm Studio"
5,456,"Lerche"
5,462,"Chaos Project"
5,463,"M.S.C"
5,466,"Digital Media Lab"
5,471,"Shanghai Animation Film Studio"
5,472,"Usagi Ou"
5,473,"Ascension"
5,474,"Shogakukan Music & Digital Entertainment"
5,478,"Studio Blanc"
5,48,"AIC"
5,486,"Digital Frontier"
5,49,"Remic"
5,5,"Bee Train"
5,50,"KSS"
5,51,"Diomedéa"
5,517,"Asmik Ace"
5,521,"Anpro"
5,523,"SBS TV Production"
5,537,"SANZIGEN"
5,541,"Seven"
5,553,"Marvy Jack"
5,56,"A-1 Pictures"
5,563,"LandQ studios"
5,565,"LMD"
5,569,"MAPPA"
5,577,"Tohokushinsha Film Corporation"
5,581,"Sparky Animation"
5,583,"Annapuru"
5,587,"Tomason"
5,589,"Academy Productions"
5,59,"Beat Frog"
5,593,"Egg"
5,6,"Gainax"
5,60,"Actas"
5,601,"ixtl"
5,605,"C2C"
5,607,"RAMS"
5,629,"Studio Sign"
5,63,"Trinet Entertainment"
5,64,"Sotsu"
5,65,"Tokyo Movie Shinsha"
5,68,"Mushi Production"
5,69,"Front Line"
5,7,"J.C.Staff"
5,70,"Nomad"
5,715,"Dwango"
5,72,"Artmic"
5,721,"GANSIS"
5,723,"Hotline"
5,73,"TMS Entertainment"
5,75,"Imagin"
5,753,"PRA"
