"tm_ky","mal_id","recommendation_id","num_recommendations"
6,1991,3561,1
6,1991,21437,1
6,1991,478,1
6,1991,15863,1
6,1991,2521,1
6,1991,2581,1
6,1991,11227,1
6,32961,271,1
6,32961,39417,1
6,3361,3579,1
6,3361,10224,1
6,22381,13139,1
6,22381,10165,1
6,22381,32681,1
6,1226,400,1
6,1226,5,1
6,1226,1,1
6,1226,23327,1
6,1226,2475,1
6,1226,20057,1
6,10224,3361,1
6,1349,9941,2
6,1349,13601,2
6,1349,1301,1
6,1349,3086,1
6,1349,1542,1
6,1349,6875,1
6,1349,937,1
6,1349,2202,1
6,23551,10711,1
6,23551,23433,1
6,23551,15125,1
6,749,3841,2
6,749,2571,1
6,749,6024,1
6,749,508,1
6,1711,687,1
6,2244,687,1
6,2244,12679,1
6,2244,9393,1
6,2244,668,1
6,1098,174,1
6,33532,31890,2
6,33532,34834,1
6,33532,32979,1
6,33532,2367,1
6,546,1581,2
6,546,2926,2
6,546,24,1
6,546,2155,1
6,546,189,1
6,546,4975,1
6,546,119,1
6,546,2927,1
6,546,670,1
6,546,346,1
6,36525,34933,4
6,36525,14345,2
6,36525,6746,1
6,36525,10271,1
6,36525,19815,1
6,36525,10163,1
6,36525,37086,1
6,36525,37769,1
6,36525,37522,1
6,36525,36027,1
6,33434,379,1
6,33434,22099,1
6,33434,1138,1
6,33434,11809,1
6,33434,32237,1
6,36666,1450,1
6,38572,32951,3
6,38572,25397,2
6,38572,11757,2
6,38572,38000,1
6,38572,25283,1
6,38572,20787,1
6,38572,38959,1
6,38572,20785,1
6,38572,40496,1
6,38572,14829,1
6,31793,31890,1
6,31793,35510,1
6,31793,39071,1
6,31793,34834,1
6,31793,2457,1
6,31793,31804,1
6,31793,25519,1
6,18205,11843,1
6,21427,23229,1
6,21427,38472,1
6,21427,23499,1
6,21427,15751,1
6,21427,21877,1
6,6075,6571,1
6,46604,134,2
6,46604,38328,2
6,46604,13125,1
6,46604,34289,1
6,46604,41372,1
6,46604,529,1
6,46604,18893,1
6,46604,37979,1
6,46604,12317,1
6,46604,31500,1
6,45665,29976,1
6,45665,27727,1
6,45665,9756,1
6,45665,37426,1
6,45665,43299,1
6,45665,440,1
6,24855,16732,2
6,24855,477,1
6,24855,21273,1
6,24855,2963,1
6,24855,31564,1
6,24855,21681,1
6,15043,12021,1
6,15043,37940,1
6,15043,31143,1
6,23213,26349,3
6,23213,33241,1
6,23213,29163,1
6,23213,23539,1
6,23213,785,1
6,23213,1887,1
6,23213,35484,1
6,1097,40403,2
6,1097,4038,1
6,294,421,1
6,294,11751,1
6,294,909,1
6,294,184,1
6,294,38853,1
6,22835,853,5
6,22835,2026,1
6,22835,21105,1
6,22835,1569,1
6,22835,2034,1
6,22835,33222,1
6,22835,34618,1
6,22835,9205,1
6,22835,36873,1
6,22835,6205,1
6,22735,22733,1
6,33966,35988,1
6,33966,34209,1
6,21507,14829,5
6,21507,21273,1
6,21507,11285,1
6,21507,232,1
6,21507,33094,1
6,21507,20509,1
6,21507,7059,1
6,21507,28883,1
6,21507,5680,1
6,21507,14131,1
6,31534,12145,1
6,31534,3737,1
6,31534,32664,1
6,31534,36259,1
6,8763,8240,1
6,39799,15583,1
6,39799,23233,1
6,56,2030,2
6,56,1230,1
6,56,48,1
6,56,790,1
6,56,944,1
6,56,411,1
6,56,1818,1
6,56,272,1
6,56,252,1
6,8375,3252,1
6,45618,32664,1
6,5052,4810,1
6,5052,2556,1
6,5052,1445,1
6,5052,8394,1
6,28537,249,1
6,16317,114,2
6,16317,10838,1
6,16317,9627,1
6,16317,33392,1
6,16317,10711,1
6,275,248,1
6,275,710,1
6,33447,6956,2
6,33447,28171,2
6,33447,41556,1
6,33447,35484,1
6,33447,34618,1
6,33447,31091,1
6,33447,34012,1
6,33447,25839,1
6,33803,7591,1
6,33803,31339,1
6,8241,5671,1
6,8241,10308,1
6,8241,321,1
6,8241,34933,1
6,8241,10163,1
6,8241,19815,1
6,40783,41899,2
6,40783,39292,1
6,40783,37254,1
6,40783,2369,1
6,40783,22147,1
6,31790,23309,1
6,31790,13601,1
6,31790,28623,1
6,31790,5505,1
6,31790,1346,1
6,31790,9941,1
6,31790,27829,1
6,31790,1151,1
6,31790,937,1
6,31790,25283,1
6,34566,31964,5
6,34566,36565,2
6,34566,30694,2
6,34566,36456,1
6,34566,1604,1
6,34566,392,1
6,34566,1735,1
6,34566,34134,1
6,34566,41911,1
6,34566,30276,1
6,30746,15125,3
6,30746,16169,3
6,30746,516,1
6,30746,33255,1
6,30746,21067,1
6,30746,10711,1
6,34332,39027,1
6,34332,15125,1
6,35313,35241,1
6,858,41457,1
6,6571,22275,1
6,6571,6075,1
6,6571,1060,1
6,6571,1188,1
6,39893,31370,1
6,40738,512,1
6,40738,39575,1
6,31143,15043,1
6,31143,750,1
6,42825,14467,2
6,1743,1887,1
6,1743,2390,1
6,4264,282,1
6,4264,5039,1
6,4264,5682,1
6,4264,1726,1
6,46118,42923,2
6,46118,31771,1
6,31318,237,3
6,31318,32608,2
6,31318,27775,2
6,31318,4177,2
6,31318,9330,2
6,31318,9314,2
6,31318,478,1
6,31318,763,1
6,31318,35849,1
6,31318,16524,1
6,12145,36259,3
6,12145,31534,1
6,1685,481,3
6,1685,9539,3
6,1685,482,1
6,1685,32785,1
6,1685,860,1
6,1685,550,1
6,1685,1050,1
6,1685,288,1
6,1912,850,4
6,1912,336,3
6,1912,10321,2
6,1912,440,1
6,1912,853,1
6,1912,7103,1
6,1912,1532,1
6,1912,1579,1
6,1912,1640,1
6,1912,907,1
6,31965,33975,1
6,16169,15125,8
6,16169,10711,3
6,16169,30746,3
6,16169,35330,2
6,16169,21067,2
6,16169,16405,1
6,16169,30721,1
6,16169,10838,1
6,16169,13139,1
6,16169,293,1
6,17733,3841,1
6,17733,2813,1
6,48470,38656,1
6,510,661,1
6,510,622,1
6,14045,21863,3
6,14045,18465,2
6,14045,15125,1
6,14045,31953,1
6,14045,29163,1
6,14045,25835,1
6,14045,35756,1
6,14045,5680,1
6,14045,16353,1
6,14045,7674,1
6,33184,32171,3
6,33184,34289,3
6,33184,25519,2
6,33184,15051,1
6,33184,35589,1
6,33184,35503,1
6,37576,35790,1
6,4331,253,1
6,38440,40870,1
6,21013,1132,1
6,21013,154,1
6,21013,9941,1
6,21013,1564,1
6,21013,1710,1
6,21013,527,1
6,36245,30240,3
6,36245,6880,2
6,36245,6114,1
6,36245,22319,1
6,36245,48661,1
6,36245,6746,1
6,36245,30016,1
6,36245,38656,1
6,36245,20689,1
6,36245,3002,1
6,38295,15005,1
6,38295,5680,1
6,38295,38619,1
6,40085,28735,1
6,40085,12679,1
6,39063,39199,5
6,39063,20899,2
6,39063,37569,2
6,39063,37964,1
6,39063,13601,1
6,39063,20689,1
6,39063,31580,1
6,39063,37599,1
6,39063,35062,1
6,39063,38003,1
6,40961,41834,4
6,40961,25013,2
6,26085,20709,3
6,26085,72,1
6,26085,357,1
6,26085,10711,1
6,26085,21421,1
6,26085,11079,1
6,26085,5060,1
6,26085,16169,1
6,7247,918,1
6,33889,3588,1
6,33889,37599,1
6,40129,41381,1
6,11763,32686,4
6,11763,19647,2
6,11763,22831,2
6,11763,32881,1
6,11763,1846,1
6,11763,4176,1
6,11763,1175,1
6,11763,3009,1
6,11763,263,1
6,40403,1097,2
6,40403,37221,1
6,33775,356,3
6,33775,22297,2
6,33775,33197,2
6,33775,20533,1
6,33775,33350,1
6,32454,10495,1
6,32454,20709,1
6,47639,9756,2
6,47639,31798,1
6,47639,25519,1
6,47639,33668,1
6,47639,12119,1
6,47639,40550,1
6,19871,10015,1
6,19871,5231,1
6,19871,21835,1
6,19871,19067,1
6,19871,14989,1
6,19871,890,1
6,4908,5081,1
6,4908,10721,1
6,4908,6774,1
6,4908,8129,1
6,4908,325,1
6,16405,9598,3
6,16405,12321,2
6,16405,17082,2
6,16405,20931,1
6,16405,30826,1
6,16405,14199,1
6,16405,16169,1
6,16405,5060,1
6,16405,31578,1
6,16405,37940,1
6,1623,10588,1
6,23259,1792,3
6,23259,929,1
6,23259,832,1
6,23259,574,1
6,50267,34177,1
6,50267,5680,1
6,1947,1163,1
6,1947,2291,1
6,35250,32979,3
6,35250,25867,2
6,35250,980,1
6,35250,25159,1
6,35250,31471,1
6,35250,37374,1
6,35250,11285,1
6,35250,37517,1
6,35250,25519,1
6,35250,603,1
6,668,2993,1
6,668,119,1
6,668,863,1
6,668,2244,1
6,668,519,1
6,668,2779,1
6,668,66,1
6,668,670,1
6,668,824,1
6,668,189,1
6,21421,5060,1
6,21421,26085,1
6,21421,31147,1
6,21421,19769,1
6,21421,33003,1
6,40623,24705,3
6,40623,21809,3
6,40623,29786,2
6,40623,11617,1
6,40623,13663,1
6,40623,23233,1
6,40623,7593,1
6,40623,40436,1
6,40623,9041,1
6,40623,31442,1
6,34905,32785,1
6,10524,40145,1
6,41574,35330,1
6,29758,33421,3
6,29758,31478,3
6,29758,18277,2
6,29758,10793,2
6,29758,28999,1
6,29758,227,1
6,29758,2025,1
6,29758,4654,1
6,29758,22199,1
6,29758,18679,1
6,40608,16498,2
6,40608,992,2
6,40608,58,1
6,40608,35849,1
6,40608,41457,1
6,40608,19775,1
6,40608,9041,1
6,13141,11491,2
6,13141,30355,1
6,13141,15005,1
6,13141,34148,1
6,13141,3841,1
6,13141,32977,1
6,36458,46604,1
6,36458,35589,1
6,36458,16419,1
6,36458,11285,1
6,36458,39292,1
6,38331,40075,2
6,38331,35889,1
6,2727,8795,3
6,2727,32664,1
6,2727,32681,1
6,2727,27727,1
6,39966,38091,3
6,39966,37259,2
6,39966,5671,1
6,39966,40196,1
6,39966,5141,1
6,39966,14131,1
6,39966,39583,1
6,39966,30895,1
6,39966,18689,1
6,39966,41783,1
6,17127,11809,1
6,17127,10348,1
6,17127,16726,1
6,37992,35828,4
6,37992,24211,2
6,37992,35062,1
6,37992,36864,1
6,37992,32093,1
6,37992,40358,1
6,37992,36317,1
6,33834,30385,4
6,33834,23233,2
6,33834,23755,2
6,33834,11617,1
6,33834,29803,1
6,33834,25731,1
6,4709,3180,1
6,30382,19775,1
6,30382,8934,1
6,30382,561,1
6,30382,1587,1
6,1664,4981,1
6,7867,13029,1
6,7867,15795,1
6,37584,23037,1
6,37584,6895,1
6,32947,2159,5
6,32947,37972,3
6,32947,5941,2
6,32947,36653,2
6,32947,18689,2
6,32947,40679,1
6,32947,8426,1
6,32947,34543,1
6,32947,1065,1
6,32947,20583,1
6,21821,21809,2
6,21821,21177,1
6,21821,26441,1
6,21821,5781,1
6,21821,9367,1
6,37446,35203,4
6,37446,34497,2
6,37446,11933,2
6,37446,10155,1
6,37446,37210,1
6,37446,24455,1
6,37446,28907,1
6,37446,35790,1
6,37446,29803,1
6,37446,41710,1
6,786,2744,1
6,786,16169,1
6,786,10958,1
6,786,293,1
6,34289,32171,4
6,34289,33184,3
6,34289,35589,2
6,34289,46604,1
6,34289,37221,1
6,34289,39292,1
6,34289,1528,1
6,34289,37979,1
6,1442,239,2
6,1442,33,1
6,1442,5226,1
6,40196,32686,3
6,40196,36009,2
6,40196,35983,2
6,40196,39966,1
6,40196,35249,1
6,40196,38157,1
6,40196,28391,1
6,38860,36474,1
6,35835,34620,2
6,35835,33091,1
6,35835,33012,1
6,35835,31043,1
6,35835,9253,1
6,1936,2771,1
6,40506,31049,1
6,40506,6901,1
6,40506,9539,1
6,40506,550,1
6,28921,44235,1
6,36945,19919,2
6,36945,39681,1
6,36945,40995,1
6,34028,12149,1
6,34028,15061,1
6,34028,37976,1
6,7561,5060,1
6,7561,28869,1
6,7561,1567,1
6,7561,8795,1
6,48492,24405,1
6,48492,26243,1
6,48492,27631,1
6,42883,36317,3
6,42883,19383,1
6,42883,42260,1
6,6448,2747,1
6,6448,12887,1
6,6448,6989,1
6,38251,33241,1
6,38251,42481,1
6,36000,36884,1
6,32956,10797,1
6,31549,28835,1
6,31549,33027,1
6,31549,5207,1
6,31549,19919,1
6,22541,37144,1
6,9561,580,1
6,9561,7261,1
6,9561,7174,1
6,9561,23539,1
6,9561,6658,1
6,9561,22593,1
6,9561,32664,1
6,9561,8958,1
6,36009,40196,2
6,36009,14131,1
6,36009,185,1
6,34088,6895,1
6,34088,33023,1
6,34088,33018,1
6,19121,17307,1
6,30091,22199,3
6,30091,26243,2
6,30091,24405,1
6,30091,32595,1
6,30091,5530,1
6,30091,16592,1
6,30091,28497,1
6,30091,4898,1
6,30091,37349,1
6,30091,28249,1
6,41381,40129,1
6,832,1459,1
6,832,23259,1
6,832,9241,1
6,21267,10495,2
6,21267,21649,1
6,21267,29511,1
6,1200,32379,2
6,1200,6383,1
6,1200,21,1
6,1200,16668,1
6,31498,31636,2
6,31498,24629,2
6,31498,21273,2
6,31498,34148,2
6,31498,31578,2
6,31498,31564,1
6,31498,4021,1
6,31498,33948,1
6,31498,35540,1
6,31498,34223,1
6,611,2261,1
6,611,339,1
6,354,3444,1
6,354,1177,1
6,354,21809,1
6,3879,338,1
6,34052,727,1
6,34052,9624,1
6,34052,39196,1
6,42571,30705,1
6,42571,9581,1
6,42571,34392,1
6,32608,16518,2
6,32608,31318,2
6,32608,123,1
6,32608,251,1
6,32595,30091,1
6,32595,28833,1
6,32595,16498,1
6,32595,31629,1
6,32595,24909,1
6,1712,2002,1
6,6907,39020,2
6,6907,6560,1
6,30851,6297,1
6,36943,189,1
6,36943,36108,1
6,36943,35756,1
6,36943,22123,1
6,27757,36784,1
6,27757,36904,1
6,33746,34392,1
6,1775,1019,1
6,1775,2162,1
6,9627,16317,1
6,41521,23135,1
6,10958,10338,1
6,10958,786,1
6,10958,200,1
6,10958,34902,1
6,10958,9598,1
6,10958,19841,1
6,22225,249,1
6,22225,100,1
6,22225,5632,1
6,22225,22547,1
6,22225,10155,1
6,22225,20431,1
6,22225,76,1
6,22225,6857,1
6,35739,33387,1
6,35739,33274,1
6,35739,39856,1
6,34392,34393,3
6,34392,9967,2
6,34392,34213,1
6,34392,30705,1
6,34392,40839,1
6,34392,33746,1
6,34392,35540,1
6,36135,918,1
6,36135,28401,1
6,2476,934,26
6,2476,147,24
6,2476,18245,18
6,2476,32949,15
6,2476,2926,13
6,2476,226,11
6,2476,10620,10
6,2476,9756,8
6,2476,2924,7
6,2476,4720,6
6,29974,15085,2
6,29974,29976,1
6,15795,288,1
6,15795,17681,1
6,15795,2156,1
6,15795,14333,1
6,15795,552,1
6,15795,7867,1
6,15795,527,1
6,15795,5962,1
6,39979,39590,2
6,39979,19815,1
6,31710,16512,3
6,31710,20785,1
6,31710,22199,1
6,31710,16592,1
6,31710,14407,1
6,31710,435,1
6,31710,8086,1
6,31710,30296,1
6,31710,20507,1
6,31710,6702,1
6,33274,13405,2
6,33274,16774,1
6,33274,35448,1
6,33274,114,1
6,33274,33281,1
6,33274,35330,1
6,33274,5251,1
6,33274,39031,1
6,33274,30276,1
6,33274,35739,1
6,28401,2302,1
6,28401,36135,1
6,28401,3923,1
6,38573,31404,1
6,38573,41380,1
6,38573,39030,1
6,38573,35790,1
6,38573,37744,1
6,38573,11757,1
6,38573,1962,1
6,38573,30831,1
6,38162,1592,1
6,38162,10178,1
6,37509,14467,1
6,49292,34599,1
6,3573,2367,1
6,3573,13177,1
6,32455,1974,1
6,32455,40272,1
6,32455,40842,1
6,32455,12149,1
6,34013,31439,1
6,34013,37254,1
6,34013,28929,1
6,34013,27613,1
6,31109,11013,2
6,31109,22101,2
6,31109,32899,1
6,31109,27727,1
6,31109,32175,1
6,31109,21405,1
6,31109,11491,1
6,31109,38390,1
6,31109,918,1
6,42892,4898,1
6,42892,14075,1
6,42892,40911,1
6,40488,20583,3
6,40488,2116,1
6,964,1070,1
6,964,25835,1
6,964,112,1
6,964,765,1
6,1656,7174,2
6,32438,11111,10
6,32438,934,6
6,32438,36027,5
6,32438,16592,4
6,32438,6547,2
6,32438,7724,2
6,32438,36548,2
6,32438,28621,2
6,32438,339,1
6,32438,13125,1
6,38199,14355,1
6,20329,16774,1
6,24011,2026,1
6,24011,33502,1
6,24011,1195,1
6,24011,11759,1
6,33985,6880,4
6,33985,26243,1
6,33985,6895,1
6,33985,22319,1
6,33985,2025,1
6,33985,6610,1
6,40436,30307,2
6,40436,3455,1
6,40436,193,1
6,40436,38814,1
6,40436,37823,1
6,40436,2476,1
6,40436,40750,1
6,23229,21427,1
6,10838,12321,1
6,10838,10671,1
6,10838,16317,1
6,10838,114,1
6,10838,12679,1
6,10838,15005,1
6,10838,10338,1
6,10838,1196,1
6,10838,16169,1
6,10838,9598,1
6,32697,17513,2
6,32697,34337,2
6,32697,5060,1
6,2364,504,1
6,2364,568,1
6,2364,30,1
6,2364,58,1
6,44040,33430,1
6,44040,44235,1
6,22955,24817,1
6,37952,31163,1
6,37952,34599,1
6,37952,2025,1
6,37952,19769,1
6,37952,38940,1
6,17849,15005,1
6,17849,17397,1
6,17849,16169,1
6,17849,11491,1
6,17849,21067,1
6,37769,32271,1
6,37769,37447,1
6,37769,36525,1
6,37769,36516,1
6,37744,36407,2
6,37744,32094,1
6,37744,38573,1
6,37744,36882,1
6,37744,37210,1
6,37744,38297,1
6,37744,44203,1
6,37744,35203,1
6,37744,34572,1
6,37744,38830,1
6,23079,16067,16
6,23079,11887,6
6,23079,13333,6
6,23079,9989,4
6,23079,2129,3
6,23079,14227,2
6,23079,23209,2
6,23079,11433,2
6,23079,9289,2
6,23079,120,1
6,31519,39026,2
6,31519,30705,1
6,35114,23273,1
6,35114,21557,1
6,35114,19365,1
6,35114,28851,1
6,7448,7445,1
6,7448,7488,1
6,7448,7446,1
6,36409,42697,1
6,33771,30016,2
6,33771,6347,2
6,33771,24833,1
6,33771,30358,1
6,33771,10396,1
6,2521,96,1
6,2521,1991,1
6,2521,266,1
6,35997,577,1
6,35997,37154,1
6,35997,34834,1
6,35997,28817,1
6,35997,33489,1
6,35997,6347,1
6,30826,15125,1
6,30826,16405,1
6,30826,16169,1
6,31439,32447,1
6,31439,14811,1
6,31439,34013,1
6,32447,15125,1
6,32447,2476,1
6,32447,31439,1
6,3772,2391,1
6,27927,9911,1
6,27927,10671,1
6,39617,27899,5
6,39617,16498,2
6,39617,13125,1
6,39617,30485,1
6,39617,36023,1
6,39617,35849,1
6,39617,28999,1
6,39617,41353,1
6,39617,34599,1
6,39617,38000,1
6,32271,3166,1
6,32271,19855,1
6,32271,440,1
6,32271,31904,1
6,32271,37769,1
6,32271,27783,1
6,32271,15045,1
6,22345,6069,1
6,22345,6560,1
6,35252,2026,1
6,31904,10620,17
6,31904,1575,14
6,31904,39463,1
6,31904,28677,1
6,31904,9756,1
6,31904,121,1
6,31904,23283,1
6,31904,25777,1
6,31904,37601,1
6,31904,33421,1
6,33572,15061,1
6,33572,32526,1
6,40165,48556,5
6,40165,237,2
6,40165,227,2
6,40165,226,1
6,40165,35849,1
6,40165,37578,1
6,40165,30,1
6,40165,37561,1
6,40165,9314,1
6,36001,14199,2
6,36001,34658,2
6,36001,7054,1
6,36001,30127,1
6,36001,38924,1
6,36001,34618,1
6,34383,32949,7
6,34383,34382,4
6,34383,2476,2
6,34383,34934,1
6,34383,20047,1
6,34383,37517,1
6,2391,225,1
6,2391,3772,1
6,37601,3457,1
6,37601,34565,1
6,37601,13125,1
6,37601,31904,1
6,37601,10793,1
6,37601,6880,1
6,37601,35076,1
6,32606,30831,2
6,32606,33255,1
6,32606,40542,1
6,32606,17681,1
6,32606,37885,1
6,32606,25875,1
6,32606,37641,1
6,32606,33021,1
6,32606,38328,1
6,38843,40595,3
6,38843,1699,2
6,38843,33502,1
6,38843,37475,1
6,36510,2993,1
6,38851,20955,1
6,38851,44042,1
6,38851,43878,1
6,38851,22561,1
6,38851,48432,1
6,30251,11751,2
6,30251,98,1
6,30251,25939,1
6,1708,2356,1
6,38814,195,1
6,38814,40436,1
6,38814,28979,1
6,38814,35905,1
6,27785,4107,1
6,27785,30276,1
6,27785,24835,1
6,27785,10954,1
6,32981,22273,2
6,32981,7193,1
6,32981,31229,1
6,32981,27991,1
6,32981,31629,1
6,32981,10793,1
6,32981,14467,1
6,32981,356,1
6,32981,36516,1
6,32981,27775,1
6,5304,31471,1
6,6131,6024,1
6,6131,1062,1
6,6131,6148,1
6,6131,1196,1
6,6131,3841,1
6,14563,2367,3
6,14563,18121,1
6,14563,17637,1
6,14563,293,1
6,14563,7770,1
6,14563,30721,1
6,37258,16405,1
6,37258,37940,1
6,33113,1156,1
6,33113,568,1
6,33113,393,1
6,33113,182,1
6,33113,1347,1
6,2719,527,1
6,2719,738,1
6,2719,2950,1
6,2719,417,1
6,2719,7395,1
6,2719,25431,1
6,30948,19383,6
6,30948,35069,2
6,30948,30463,1
6,30948,30524,1
6,30948,16201,1
6,17513,15085,20
6,17513,29976,17
6,17513,15605,16
6,17513,3457,15
6,17513,21563,4
6,17513,853,3
6,17513,6895,3
6,17513,48641,3
6,17513,10321,2
6,17513,32697,2
6,32830,8795,1
6,30947,3077,2
6,15045,2605,1
6,15045,32271,1
6,15045,19315,1
6,15045,3702,1
6,45587,35330,1
6,45587,6560,1
6,45587,40358,1
6,40995,36945,1
6,1667,1628,1
6,37374,35427,2
6,37374,37154,1
6,37374,35250,1
6,34449,2025,1
6,34449,31147,1
6,34449,31478,1
6,34449,21353,1
6,34449,28999,1
6,38449,31933,1
6,38449,41380,1
6,38449,34580,1
6,38449,1535,1
6,38449,38853,1
6,30782,30831,5
6,30782,30385,3
6,30782,15751,2
6,30782,6633,1
6,30782,34392,1
6,30782,41899,1
6,30782,5680,1
6,30782,9756,1
6,42981,44042,1
6,40958,2552,1
6,40958,23309,1
6,33814,15037,3
6,33814,8689,2
6,33814,35994,1
6,33814,33142,1
6,33814,16592,1
6,39620,348,1
6,42321,35249,1
6,15545,10258,1
6,15545,32237,1
6,36027,10620,12
6,36027,11111,10
6,36027,38656,6
6,36027,16592,5
6,36027,32438,5
6,36027,14345,3
6,36027,33003,2
6,36027,15037,2
6,36027,32189,2
6,36027,36266,2
6,29865,20539,1
6,6658,4147,2
6,6658,16608,1
6,6658,30429,1
6,6658,9561,1
6,6658,23539,1
6,6658,8958,1
6,6658,22593,1
6,2232,6560,2
6,2232,11809,2
6,2232,34502,1
6,2232,24259,1
6,2232,44042,1
6,36632,32901,10
6,36632,8769,4
6,36632,35413,2
6,36632,14199,2
6,36632,9587,1
6,37571,33023,2
6,600,258,1
6,600,28929,1
6,112,964,1
6,112,6682,1
6,35383,11809,1
6,33690,28673,1
6,29941,15051,1
6,34393,30705,4
6,34393,34392,3
6,34393,39184,1
6,34393,25839,1
6,39527,39583,2
6,39527,31588,1
6,39527,20583,1
6,28981,853,1
6,28981,6956,1
6,28981,30705,1
6,28981,36513,1
6,28981,20655,1
6,28981,3167,1
6,28981,32175,1
6,28981,15085,1
6,28981,1589,1
6,28981,4021,1
6,48680,38853,5
6,48680,38940,1
6,35069,19383,3
6,35069,30948,2
6,35069,30524,1
6,35069,30463,1
6,35069,31994,1
6,35069,42260,1
6,35069,36124,1
6,6383,413,1
6,6383,16774,1
6,6383,1200,1
6,6383,3044,1
6,6383,9342,1
6,6383,11867,1
6,33975,31965,1
6,34771,30375,1
6,34771,34474,1
6,34771,33045,1
6,31633,36113,1
6,31633,31848,1
6,31633,23605,1
6,31633,39856,1
6,37823,38297,2
6,37823,35203,2
6,37823,30831,1
6,37823,40436,1
6,37823,34051,1
6,37823,36726,1
6,34402,35286,1
6,31578,31498,2
6,31578,16405,1
6,31578,32906,1
6,31578,30437,1
6,31578,31636,1
6,3112,232,1
6,30705,34393,4
6,30705,34392,1
6,30705,32202,1
6,30705,33037,1
6,30705,7705,1
6,30705,17513,1
6,30705,30375,1
6,30705,28981,1
6,30705,31519,1
6,30705,15195,1
6,32906,31578,1
6,32906,32400,1
6,32906,34223,1
6,36288,46604,1
6,33021,32606,1
6,32400,33394,1
6,32400,32906,1
6,35730,31890,1
6,33394,11809,1
6,33394,44042,1
6,33394,19919,1
6,33394,32400,1
6,40074,8074,2
6,40074,40332,1
6,40074,28623,1
6,40074,32245,1
6,40074,205,1
6,40074,36882,1
6,40074,43697,1
6,40074,20787,1
6,40074,38940,1
6,40074,5039,1
6,42260,19383,1
6,42260,42883,1
6,42260,36492,1
6,42260,35069,1
6,1812,6281,1
6,1812,37302,1
6,1812,413,1
6,19315,22319,13
6,19315,28619,9
6,19315,22535,5
6,19315,413,4
6,19315,31580,2
6,19315,2476,2
6,19315,13807,2
6,19315,16498,2
6,19315,15037,2
6,19315,226,2
6,28929,918,2
6,28929,600,1
6,28929,23433,1
6,28929,28619,1
6,28929,21067,1
6,28929,19315,1
6,28929,4898,1
6,28929,16774,1
6,28929,34013,1
6,28929,23605,1
6,34223,11809,2
6,34223,11735,1
6,34223,32906,1
6,34223,31498,1
6,37448,16436,1
6,38853,48680,5
6,38853,413,4
6,38853,43767,1
6,38853,3287,1
6,38853,36516,1
6,38853,3306,1
6,38853,43,1
6,38853,38449,1
6,38853,41457,1
6,38853,294,1
6,23737,15389,1
6,3514,1883,1
6,5089,1883,1
6,37927,8129,1
6,19305,18121,1
6,32842,10953,1
6,10953,2248,1
6,10953,32842,1
6,37096,11017,1
6,44132,12503,1
6,44132,21195,1
6,44132,19391,1
6,44132,12979,1
6,44133,12503,1
6,39691,39967,1
6,9061,2819,1
6,4684,4375,1
6,1739,2233,1
6,1739,38089,1
6,8829,5809,1
6,8832,5809,1
6,29429,29475,1
6,29429,31624,1
6,29429,9888,1
6,6481,2489,1
6,6981,5671,1
6,38075,11537,1
6,20125,1445,1
6,18137,35286,1
6,3975,2963,1
6,3975,15605,1
6,3975,488,1
6,3975,6024,1
6,6989,2747,1
6,6989,6448,1
6,12887,2747,1
6,12887,6448,1
6,6868,589,1
6,9952,135,1
6,9822,135,1
6,35605,5231,1
6,39031,33274,1
6,40249,44191,1
6,39634,223,1
6,10210,1672,1
6,10210,3909,1
6,10210,1673,1
6,32237,15545,1
6,32237,16608,1
6,32237,33434,1
6,48335,33430,1
6,23721,36259,1
6,48343,687,1
6,48343,34290,1
6,48343,6586,1
6,17703,18845,1
6,24663,1337,1
6,8478,32728,1
6,9028,1261,1
6,40368,9768,1
6,3243,6560,1
6,9345,1281,1
6,40299,10258,1
6,19505,21,1
6,10797,918,1
6,10797,32956,1
6,8353,413,1
6,8353,7485,1
6,42264,3389,1
6,5809,8829,1
6,5809,8832,1
6,13177,3573,1
6,13177,33349,1
6,15915,2813,1
6,15915,3837,1
6,3180,4709,1
6,39119,10282,1
7,5114,11061,101
7,5114,16498,39
7,5114,1482,23
7,5114,9919,17
7,5114,1575,15
7,5114,2251,15
7,5114,38000,14
7,5114,22199,10
7,5114,23755,9
7,5114,1735,9
7,28977,9863,3
7,28977,30276,2
7,28977,37105,2
7,28977,6347,2
7,28977,33255,2
7,28977,32937,1
7,28977,31339,1
7,28977,36548,1
7,28977,20507,1
7,28977,31933,1
7,38524,37521,2
7,38524,28623,2
7,38524,35557,1
7,38524,31240,1
7,38524,2904,1
7,38524,40682,1
7,38524,26243,1
7,38524,32935,1
7,9253,31240,126
7,9253,31043,124
7,9253,9756,45
7,9253,10620,27
7,9253,2236,24
7,9253,1210,19
7,9253,1535,16
7,9253,46095,14
7,9253,934,14
7,9253,44074,14
7,50265,36296,7
7,50265,35240,6
7,50265,37999,5
7,50265,71,5
7,50265,40716,3
7,50265,41120,3
7,50265,14813,2
7,50265,39324,2
7,50265,40052,2
7,50265,2251,2
7,9969,9863,4
7,9969,11843,3
7,9969,15809,2
7,9969,16211,1
7,9969,7647,1
7,9969,9513,1
7,9969,249,1
7,9969,30831,1
7,9969,24,1
7,9969,269,1
7,11061,5114,101
7,11061,21,65
7,11061,392,54
7,11061,20,40
7,11061,34599,27
7,11061,31964,26
