"tm_ky","mal_id","recommendation_id","num_recommendations"
5,40417,25013,1
5,40417,1222,1
5,38000,40748,66
5,38000,37520,38
5,38000,16498,20
5,38000,269,18
5,38000,11061,14
5,38000,5114,13
5,38000,31964,11
5,38000,9919,10
5,38000,249,9
5,38000,22319,9
5,12365,6746,1
5,12365,14397,1
5,12365,25835,1
5,12365,1698,1
5,12365,23289,1
5,37779,16498,48
5,37779,34599,41
5,37779,1535,40
5,37779,31043,22
5,37779,13125,17
5,37779,43439,15
5,37779,9756,9
5,37779,38000,8
5,37779,26243,7
5,37779,35849,7
5,5300,861,2
5,5300,457,2
5,5300,142,1
5,5300,38680,1
5,5300,489,1
5,5300,199,1
5,5300,2931,1
5,5300,2966,1
5,5300,10232,1
5,5300,6045,1
5,35839,34798,21
5,35839,5680,18
5,35839,12431,11
5,35839,34599,11
5,35839,38753,10
5,35839,27989,8
5,35839,33352,6
5,35839,21681,5
5,35839,15051,5
5,35839,39792,4
5,38474,40685,2
5,38474,5680,2
5,38474,31771,1
5,38474,39730,1
5,38474,14355,1
5,38474,31564,1
5,38474,477,1
5,38474,38337,1
5,38474,17549,1
5,40776,11771,2
5,40776,34636,1
5,40776,14397,1
5,40776,38080,1
5,35843,32268,1
5,33,1818,49
5,33,267,25
5,33,35120,15
5,33,16498,13
5,33,37521,12
5,33,19,10
5,33,8086,8
5,33,820,7
5,33,777,7
5,33,967,7
5,170,11771,26
5,170,20583,8
5,170,245,7
5,170,17,7
5,170,37403,6
5,170,406,4
5,170,851,4
5,170,263,4
5,170,292,3
5,170,18689,3
5,16498,28623,101
5,16498,26243,51
5,16498,37779,48
5,16498,20787,45
5,16498,22319,43
5,16498,5114,38
5,16498,19775,37
5,16498,1818,32
5,16498,27631,32
5,16498,22729,30
5,30484,31240,4
5,30484,31043,2
5,30484,10087,2
5,30484,33028,1
5,30484,38256,1
5,30484,43,1
5,30484,849,1
5,30484,38329,1
5,30484,20583,1
5,30484,30,1
5,801,1096,4
5,801,13601,3
5,801,37447,1
5,801,1351,1
5,801,32214,1
5,801,889,1
5,801,5074,1
5,801,1088,1
5,801,46095,1
5,801,339,1
5,30654,245,3
5,30654,33486,2
5,30654,30205,1
5,30654,1535,1
5,30654,29589,1
5,30654,36098,1
5,30654,19429,1
5,30654,28869,1
5,30654,9989,1
5,30654,31964,1
5,36649,32998,26
5,36649,10161,21
5,36649,39533,12
5,36649,2251,7
5,36649,40052,6
5,36649,42923,5
5,36649,42249,5
5,36649,889,5
5,36649,19,5
5,36649,31478,4
5,877,322,37
5,877,57,25
5,877,33899,8
5,877,1698,8
5,877,325,8
5,877,12531,7
5,877,1021,6
5,877,32949,6
5,877,4722,6
5,877,1222,5
5,30276,32182,159
5,30276,31964,100
5,30276,33255,25
5,30276,29803,22
5,30276,918,15
5,30276,15809,12
5,30276,9941,11
5,30276,15315,10
5,30276,11061,10
5,30276,18679,9
5,12431,7674,16
5,12431,35839,11
5,12431,16918,6
5,12431,329,5
5,12431,1029,2
5,12431,344,2
5,12431,28,2
5,12431,28297,2
5,12431,23273,2
5,12431,19,2
5,6114,6880,11
5,6114,2001,10
5,6114,30240,7
5,6114,19,7
5,6114,3002,6
5,6114,578,6
5,6114,267,5
5,6114,42249,4
5,6114,2402,4
5,6114,263,4
5,205,1,111
5,205,1292,31
5,205,2418,14
5,205,4087,14
5,205,6594,14
5,205,45,10
5,205,37520,10
5,205,21843,8
5,205,918,8
5,205,7588,8
5,25777,28623,3
5,25777,20787,2
5,25777,27631,2
5,25777,28927,2
5,25777,26243,2
5,25777,24893,1
5,25777,37779,1
5,25777,19775,1
5,25777,30,1
5,25777,1818,1
5,3297,4181,6
5,3297,387,3
5,3297,4081,2
5,3297,7791,2
5,3297,31771,2
5,3297,10232,2
5,3297,16,1
5,3297,17549,1
5,3297,50,1
5,3297,25879,1
5,31933,11061,5
5,31933,10588,5
5,31933,5081,4
5,31933,392,3
5,31933,18679,3
5,31933,33191,3
5,31933,31043,2
5,31933,36023,2
5,31933,31964,2
5,31933,32182,2
5,42203,1889,2
5,42203,9253,1
5,32182,30276,159
5,32182,33255,59
5,32182,36296,13
5,32182,38409,12
5,32182,31964,12
5,32182,41094,7
5,32182,227,6
5,32182,40748,6
5,32182,20507,5
5,32182,22135,5
5,37379,31646,3
5,37379,38889,1
5,37379,33203,1
5,10165,11843,63
5,10165,66,49
5,10165,37171,30
5,10165,1887,28
5,10165,12679,11
5,10165,38619,9
5,10165,12291,9
5,10165,10495,8
5,10165,490,8
5,10165,33206,8
5,31181,4282,1
5,46095,33352,34
5,46095,9253,14
5,46095,48556,8
5,46095,9756,5
5,46095,13601,5
5,46095,43,4
5,46095,31240,4
5,46095,10793,3
5,46095,41457,3
5,46095,33091,2
5,49721,42361,1
5,49721,42897,1
5,49721,48926,1
5,40059,38668,1
5,40059,14719,1
5,40059,37991,1
5,20583,11771,130
5,20583,18689,37
5,20583,37965,29
5,20583,18507,27
5,20583,31964,26
5,20583,10800,15
5,20583,18179,15
5,20583,37403,15
5,20583,40679,15
5,20583,2159,14
5,392,11061,53
5,392,269,43
5,392,813,32
5,392,238,14
5,392,136,13
5,392,223,10
5,392,9513,7
5,392,29854,6
5,392,154,5
5,392,5114,5
5,34612,32182,3
5,34612,37510,2
5,34612,30276,1
5,34612,30654,1
5,34612,37999,1
5,34612,34134,1
5,34612,48707,1
5,34612,918,1
5,34612,42670,1
5,34612,11843,1
5,26055,34933,2
5,26055,3002,2
5,26055,34443,2
5,26055,21,2
5,26055,481,2
5,26055,11061,1
5,26055,967,1
5,26055,617,1
5,26055,6114,1
5,26055,31098,1
5,37105,30240,34
5,37105,11843,16
5,37105,37171,14
5,37105,918,12
5,37105,30831,12
5,37105,21405,5
5,37105,268,4
5,37105,22789,3
5,37105,31771,3
5,37105,17895,3
5,38889,37379,1
5,38889,23273,1
5,38889,34636,1
5,38889,14397,1
5,38889,38680,1
5,38889,40392,1
5,38889,42590,1
5,467,13601,40
5,467,790,11
5,467,1,9
5,467,2025,7
5,467,339,5
5,467,26,5
5,467,7,4
5,467,5630,4
5,467,1827,3
5,467,19,3
5,2246,457,43
5,2246,5081,13
5,2246,861,8
5,2246,586,6
5,2246,279,6
5,2246,6774,5
5,2246,239,5
5,2246,6594,5
5,2246,1943,4
5,2246,32696,3
5,33255,32182,59
5,33255,918,38
5,33255,30276,25
5,33255,32542,23
5,33255,11843,16
5,33255,41094,15
5,33255,32648,11
5,33255,23289,9
5,33255,40620,8
5,33255,43692,7
5,5028,170,1
5,5028,2159,1
5,5028,15059,1
5,5028,5040,1
5,5028,18689,1
5,5028,388,1
5,5028,5941,1
5,37965,20583,29
5,37965,36653,11
5,37965,31559,4
5,37965,18507,4
5,37965,31964,3
5,37965,18179,3
5,37965,34636,3
5,37965,11771,3
5,37965,22135,3
5,37965,2159,3
5,39551,39535,2
5,39551,31240,1
5,39551,39597,1
5,39551,35790,1
5,39551,37675,1
5,39551,29803,1
5,39551,37984,1
5,39551,40852,1
5,39551,36407,1
5,39808,35078,1
5,39808,34798,1
5,31646,23273,56
5,31646,10800,24
5,31646,16,17
5,31646,4081,17
5,31646,22135,11
5,31646,28735,10
5,31646,28851,7
5,31646,12189,7
5,31646,22789,6
5,31646,38680,6
5,14397,135,1
5,14397,25013,1
5,14397,2034,1
5,14397,12365,1
5,14397,33840,1
5,14397,40776,1
5,14397,23273,1
5,14397,10884,1
5,14397,38889,1
5,14397,658,1
5,5941,9989,12
5,5941,627,11
5,5941,1065,9
5,5941,2159,5
5,5941,386,5
5,5941,18689,4
5,5941,10800,4
5,5941,390,4
5,5941,11697,4
5,5941,38098,3
5,41025,37520,18
5,41025,33352,9
5,41025,457,6
5,41025,40571,5
5,41025,35851,4
5,41025,28851,3
5,41025,6,2
5,41025,36028,2
5,41025,34599,2
5,41025,9989,2
5,35557,13125,19
5,35557,387,8
5,35557,34599,7
5,35557,1818,5
5,35557,9756,5
5,35557,30,4
5,35557,34712,4
5,35557,39195,4
5,35557,22319,3
5,35557,3701,3
5,136,20,14
5,136,392,13
5,136,21,11
5,136,479,5
5,136,238,4
5,136,223,3
5,136,1535,3
5,136,1604,3
5,136,154,3
5,136,269,2
5,37999,35860,27
5,37999,1535,22
5,37999,38992,22
5,37999,23289,11
5,37999,4224,11
5,37999,853,10
5,37999,48926,8
5,37999,24,7
5,37999,7054,7
5,37999,42897,6
5,39247,48753,1
5,39247,15809,1
5,39247,33255,1
5,39247,37999,1
5,39247,36296,1
5,39247,4224,1
5,2251,6746,141
5,2251,32998,40
5,2251,1,31
5,2251,5114,15
5,2251,889,13
5,2251,121,12
5,2251,24439,11
5,2251,46102,9
5,2251,25183,9
5,2251,40052,7
5,22789,10162,37
5,22789,17549,22
5,22789,32673,19
5,22789,32828,14
5,22789,16918,11
5,22789,38145,8
5,22789,40716,8
5,22789,21405,7
5,22789,31646,6
5,22789,23289,4
5,10162,22789,37
5,10162,32828,24
5,10162,11179,19
5,10162,12355,19
5,10162,102,15
5,10162,40716,12
5,10162,4181,12
5,10162,21327,8
5,10162,32673,7
5,10162,40938,6
5,39547,35639,5
5,39547,18245,5
5,39547,12189,3
5,39547,35507,2
5,39547,9656,1
5,39547,30727,1
5,39547,10719,1
5,39547,23277,1
5,39547,6045,1
5,39547,40839,1
5,39587,9253,2
5,39587,30,2
5,39587,28223,1
5,39587,30831,1
5,39587,31043,1
5,39587,3786,1
5,39587,934,1
5,39535,37430,14
5,39535,31240,12
5,39535,47790,9
5,39535,39468,9
5,39535,48761,6
5,39535,37521,5
5,39535,30831,5
5,39535,38555,4
5,39535,36407,4
5,39535,1210,4
5,48736,40392,8
5,48736,42897,6
5,48736,42361,5
5,48736,36793,3
5,48736,8129,2
5,48736,3467,2
5,48736,38080,1
5,48736,14741,1
5,48736,23277,1
5,48736,35968,1
5,10030,4181,1
5,10030,23289,1
5,17389,16498,1
5,17389,153,1
5,17389,5226,1
5,17389,6594,1
5,17389,5355,1
5,17389,856,1
5,9756,30,63
5,9756,24765,51
5,9756,25519,48
5,9756,22273,44
5,9756,9253,43
5,9756,43299,40
5,9756,11285,39
5,9756,721,30
5,9756,33003,28
5,9756,34599,27
5,39533,30346,15
5,39533,36649,12
5,39533,32995,9
5,39533,12531,9
5,39533,33899,7
5,39533,23273,6
5,39533,243,4
5,39533,42923,4
5,39533,33203,4
5,39533,877,4
5,38883,37403,1
5,38883,34636,1
5,22535,22319,164
5,22535,35120,36
5,22535,34542,19
5,22535,1535,15
5,22535,7724,13
5,22535,31580,13
5,22535,330,9
5,22535,40748,9
5,22535,16498,9
5,22535,6880,8
5,13601,1535,66
5,13601,467,40
5,13601,13125,40
5,13601,790,21
5,13601,23283,18
5,13601,40046,17
5,13601,19,15
5,13601,43,15
5,13601,2025,14
5,13601,28223,13
5,30,9756,63
5,30,339,47
5,30,165,39
5,30,35849,34
5,30,2001,34
5,30,1690,30
5,30,16498,30
5,30,237,28
5,30,440,22
5,30,949,20
5,5040,1535,44
5,5040,3002,24
5,5040,658,20
5,5040,7661,11
5,5040,19815,11
5,5040,15,7
5,5040,1575,7
5,5040,34933,6
5,5040,11771,5
5,5040,18689,3
5,338,440,14
5,338,820,9
5,338,1013,7
5,338,33,5
5,338,795,4
5,338,3024,3
5,338,578,1
5,338,1699,1
5,338,3879,1
5,338,2828,1
5,9989,6547,85
5,9989,16067,43
5,9989,23273,40
5,9989,4181,33
5,9989,11433,32
5,9989,32729,25
5,9989,11887,23
5,9989,2167,23
5,9989,28851,21
5,9989,31043,17
5,5081,37450,116
5,5081,6594,27
5,5081,14813,23
5,5081,7647,20
5,5081,7785,17
5,5081,861,14
5,5081,2246,13
5,5081,20507,13
5,5081,10721,13
5,5081,21603,12
5,7655,18689,2
5,7655,36653,1
5,7655,263,1
5,7655,32995,1
5,7655,22,1
5,7655,390,1
5,7655,5040,1
5,6594,5081,27
5,6594,2966,17
5,6594,205,14
5,6594,37520,10
5,6594,2246,5
5,6594,17074,4
5,6594,20853,4
5,6594,340,4
5,6594,223,3
5,6594,249,3
5,5420,13125,10
5,5420,153,9
5,5420,1827,8
5,5420,4081,6
5,5420,572,5
5,5420,39468,5
5,5420,872,3
5,5420,164,3
5,5420,709,2
5,5420,40834,2
5,5341,1698,1
5,5341,8915,1
5,5341,2904,1
5,5341,39468,1
5,5341,14833,1
5,5341,5734,1
5,5341,31173,1
5,5341,1965,1
5,5341,8086,1
5,5341,30901,1
5,2559,2828,2
5,2559,1695,1
5,2559,9938,1
5,2559,757,1
5,2559,387,1
5,2559,10721,1
5,2559,6114,1
5,2559,9866,1
5,2559,5525,1
5,2559,1441,1
5,12531,23273,28
5,12531,57,17
5,12531,28735,17
5,12531,1698,13
5,12531,39533,9
5,12531,877,7
5,12531,10800,5
5,12531,10029,5
5,12531,18245,4
5,12531,1,4
5,44940,34572,1
5,4081,457,76
5,4081,10408,29
5,4081,861,23
5,4081,32696,22
5,4081,31646,17
5,4081,199,13
5,4081,35062,12
5,4081,10460,8
5,4081,16,7
5,4081,33352,7
5,1210,7785,27
5,1210,240,23
5,1210,16742,19
5,1210,9253,19
5,1210,4975,16
5,1210,30,15
5,1210,30015,15
5,1210,2605,14
5,1210,323,9
5,1210,329,8
5,31043,9253,123
5,31043,42249,61
5,31043,31240,44
5,31043,32729,33
5,31043,30015,25
5,31043,37779,22
5,31043,9989,17
5,31043,1535,16
5,31043,235,13
5,31043,44074,9
5,28701,30,4
5,28701,4282,3
5,28701,9756,2
5,28701,16782,1
5,28701,36516,1
5,28701,6594,1
5,28701,4981,1
5,28701,11981,1
5,28701,10620,1
5,28701,481,1
5,24415,20583,3
5,24415,18689,2
5,24415,292,1
5,24415,34636,1
5,24415,32494,1
5,24415,18507,1
5,24415,35789,1
5,24415,27831,1
5,24415,30230,1
5,24415,1614,1
5,13125,13601,40
5,13125,16067,31
5,13125,34599,24
5,13125,7724,22
5,13125,35557,19
5,13125,37779,17
5,13125,934,16
5,13125,34712,13
5,13125,35849,12
5,13125,10161,11
5,41487,14833,1
5,41487,40852,1
5,41487,29803,1
5,45,6,25
5,45,918,15
5,45,20507,11
5,45,205,10
5,45,249,8
5,45,161,7
5,45,6895,7
5,45,269,7
5,45,166,5
5,45,37520,4
5,25835,7674,31
5,25835,31953,16
5,25835,34494,13
5,25835,32607,11
5,25835,29163,8
5,25835,39792,8
5,25835,9289,8
5,25835,1797,6
5,25835,27989,4
5,25835,240,4
5,57,877,25
5,57,12531,17
5,57,3702,11
5,57,5680,9
5,57,1698,7
5,57,1210,5
5,57,322,4
5,57,21185,4
5,57,1021,4
5,57,7674,3
5,30230,28891,3
5,30230,20583,2
5,30230,2159,1
5,30230,32935,1
5,30230,18179,1
5,30230,35191,1
5,30230,32494,1
5,30230,24415,1
5,30230,5941,1
5,30230,5040,1
5,38691,39468,23
5,38691,38735,9
5,38691,37430,9
5,38691,40532,8
5,38691,37141,8
5,38691,9253,7
5,38691,28171,7
5,38691,5114,6
5,38691,1535,4
5,38691,121,3
5,10087,10620,23
5,10087,9756,19
5,10087,2593,16
5,10087,34561,14
5,10087,13601,10
5,10087,31339,9
5,10087,2025,7
5,10087,35076,7
5,10087,5114,6
5,10087,1818,4
5,31988,37962,2
5,31988,23847,2
5,31988,585,1
5,31988,23273,1
5,31988,12531,1
5,31988,43691,1
5,31988,5680,1
5,31988,12189,1
5,31988,32995,1
5,31988,10357,1
5,185,2608,7
5,185,263,6
5,185,18179,5
5,185,42923,5
5,185,6675,3
5,185,388,3
5,185,22,2
5,185,135,2
5,185,28171,2
5,185,11771,2
5,486,457,62
5,486,40571,16
5,486,387,15
5,486,35838,15
5,486,3420,11
5,486,3701,10
5,486,107,7
5,486,2966,7
5,486,790,6
5,486,33352,5
5,2402,263,8
5,2402,36563,6
5,2402,6114,4
5,2402,22135,3
5,2402,5941,2
5,2402,2001,2
5,2402,3819,1
5,2402,2938,1
5,2402,1453,1
5,2402,40729,1
5,1698,23273,44
5,1698,1579,24
5,1698,3731,16
5,1698,16,16
5,1698,12531,13
5,1698,877,8
5,1698,57,7
5,1698,2034,6
5,1698,5680,5
5,1698,27989,4
5,329,1210,8
5,329,12431,5
5,329,1,4
5,329,593,3
5,329,3613,3
5,329,25835,3
5,329,1034,3
5,329,1747,3
5,329,798,2
5,329,30,2
5,37450,5081,116
5,37450,14813,44
5,37450,11887,30
5,37450,849,17
5,37450,28999,15
5,37450,2167,12
5,37450,13759,10
5,37450,28677,8
5,37450,34102,7
5,37450,12189,6
5,19363,16,1
5,19363,25835,1
5,19363,34798,1
5,19363,9289,1
5,3002,1535,31
5,3002,658,26
5,3002,5040,24
5,3002,34933,23
5,3002,14719,12
5,3002,19815,10
5,3002,6114,6
5,3002,28223,6
5,3002,19,6
5,3002,263,4
5,32937,8841,2
5,32937,28977,1
5,32937,32951,1
5,32937,14741,1
5,32937,15809,1
5,32937,31240,1
5,32937,42670,1
5,32937,28121,1
5,32937,9969,1
5,32937,15751,1
5,40052,889,9
5,40052,4087,8
5,40052,1,7
5,40052,2251,7
5,40052,36649,6
5,40052,41120,5
5,40052,6746,4
5,40052,1535,4
5,40052,40911,4
5,40052,31478,3
5,34798,17549,31
5,34798,35839,21
5,34798,5680,17
5,34798,14355,12
5,34798,40685,11
5,34798,477,10
5,34798,39388,10
5,34798,39730,10
5,34798,45425,7
5,34798,35838,7
5,23327,1,3
5,23327,3701,2
5,23327,24439,1
5,23327,918,1
5,23327,20973,1
5,23327,400,1
5,23327,28149,1
5,23327,1226,1
5,23327,5074,1
5,23327,32,1
5,22507,6675,1
5,22507,11917,1
5,11843,10165,63
5,11843,918,51
5,11843,37171,32
5,11843,10460,17
5,11843,33255,16
5,11843,37105,16
5,11843,114,16
5,11843,32542,14
5,11843,1887,12
5,11843,2963,10
5,38731,2159,1
5,38731,20583,1
5,10271,34933,3
5,10271,1535,2
5,10271,19815,2
5,10271,658,2
5,10271,5040,2
5,10271,6114,2
5,10271,36525,1
5,10271,14353,1
5,10271,1575,1
5,10271,9253,1
5,5690,1727,1
5,5690,710,1
5,5690,1579,1
5,31240,9253,123
5,31240,30831,51
5,31240,31043,44
5,31240,35790,22
5,31240,9756,15
5,31240,934,15
5,31240,42249,15
5,31240,39535,12
5,31240,11757,12
5,31240,22199,8
5,2966,14833,42
5,2966,8425,17
5,2966,6594,17
5,2966,290,11
5,2966,17265,10
