"tm_ky","mal_id","studio_id"
1,3656,179
1,3660,1
1,3668,73
1,3670,103
1,3670,1509
1,3672,1
1,3673,4
1,3673,94
1,3676,196
1,3683,103
1,3691,65
1,3692,18
1,3710,18
1,3712,7
1,3713,37
1,3723,363
1,3731,73
1,3736,7
1,3736,10
1,3737,330
1,3738,330
1,3750,37
1,3754,18
1,3761,22
1,3765,22
1,3768,191
1,3776,191
1,3800,18
1,3806,390
1,3807,103
1,3808,281
1,3809,103
1,3810,103
1,3811,452
1,3819,68
1,3823,22
1,3825,22
1,3827,22
1,3834,435
1,3835,22
1,3836,246
1,3837,14
1,3838,18
1,3839,18
1,3840,24
1,3841,11
1,3844,18
1,3845,18
1,3858,103
1,3870,18
1,3874,196
1,3875,18
1,3876,18
1,3877,315
1,3878,18
1,3879,315
1,3881,18
1,3885,406
1,3900,1512
1,3900,1513
1,3907,154
1,3909,18
1,3915,103
1,3927,14
1,3932,18
1,3935,4
1,3936,103
1,3947,65
1,3958,56
1,3958,334
1,3969,18
1,3972,36
1,3974,56
1,4013,103
1,4021,22
1,4021,118
1,4021,235
1,4023,150
1,4028,7
1,4038,118
1,4044,1512
1,4049,175
1,4050,73
1,4051,101
1,4052,80
1,4054,39
1,4056,37
1,4060,22
1,4061,22
1,4062,191
1,4066,8
1,4067,60
1,4068,60
1,4080,37
1,4081,112
1,4083,68
1,4086,22
1,4087,32
1,4088,68
1,4101,126
1,4113,18
1,4114,126
1,4119,14
1,4132,18
1,4151,5
1,4154,103
1,4181,2
1,4183,18
1,4186,218
1,4189,126
1,4189,1239
1,4189,1454
1,4191,5
1,4192,7
1,4197,1
1,4198,18
1,4199,18
1,4209,37
1,4211,110
1,4214,3
1,4224,7
1,4240,18
1,4242,281
1,4264,11
1,4331,474
1,4332,452
1,4334,4
1,4339,22
1,4362,444
1,4375,86
1,4382,2
1,4411,18
1,4415,10
1,4416,14
1,4427,18
1,4439,103
1,4443,101
1,4459,36
1,4477,7
1,4483,34
1,4486,18
1,4504,65
1,4514,22
1,4515,22
1,4532,14
1,4536,14
1,4548,70
1,4549,41
1,4550,22
1,4551,8
1,4554,1
1,4563,118
1,4574,14
1,4581,6
1,4581,91
1,4584,22
1,4586,39
1,4614,18
1,4615,22
1,4616,22
1,4618,11
1,4651,18
1,4654,7
1,4657,3
1,4662,96
1,4663,196
1,4690,18
1,4709,14
1,4720,35
1,4722,34
1,4725,83
1,4725,163
1,4726,3
1,4737,276
1,4742,37
1,4752,37
1,4773,22
1,4782,22
1,4789,44
1,4800,1009
1,4807,14
1,4808,103
1,4810,103
1,4814,37
1,4823,126
1,4879,11
1,4884,14
1,4896,37
1,4898,56
1,4903,27
1,4929,37
1,4935,18
1,4936,247
1,4962,37
1,4975,11
1,4981,11
1,4981,103
1,4999,48
1,5005,88
1,5018,13
1,5022,103
1,5023,385
1,5027,11
1,5028,118
1,5030,44
1,5034,6
1,5034,91
1,5039,11
1,5040,11
1,5041,41
1,5052,22
1,5070,196
1,5071,28
1,5074,56
1,5075,14
1,5079,14
1,5081,44
1,5082,14
1,5082,18
1,5088,154
1,5112,112
1,5114,4
1,5141,7
1,5150,7
1,5153,14
1,5162,163
1,5200,242
1,5203,18
1,5217,1153
1,5220,3
1,5231,28
1,5233,7
1,5235,73
1,5249,200
1,5258,11
1,5262,41
1,5267,65
1,5274,18
1,5276,86
1,5277,35
1,5287,103
1,5292,18
1,5300,112
1,5307,14
1,5311,18
1,5337,73
1,5341,112
1,5341,553
1,5342,35
1,5355,10
1,5356,132
1,5375,207
1,5395,14
1,5397,330
1,5420,10
1,5420,80
1,5440,14
1,5454,70
1,5474,103
1,5475,103
1,5476,68
1,5476,200
1,5485,322
1,5485,325
1,5494,22
1,5504,51
1,5505,83
1,5505,486
1,5507,56
1,5520,126
1,5525,37
1,5530,27
1,5534,191
1,5597,44
1,5600,22
1,5618,65
1,5628,247
1,5630,10
1,5658,18
1,5670,292
1,5671,3
1,5671,78
1,5675,41
1,5678,11
1,5680,2
1,5682,5
1,5684,18
1,5688,18
1,5690,7
1,5702,2
1,5712,358
1,5725,14
1,5734,300
1,5760,68
1,5763,589
1,5821,56
1,5829,22
1,5830,247
1,5832,18
1,5833,103
1,5834,73
1,5835,1
1,5854,22
1,5883,73
1,5886,242
1,5891,18
1,5908,10
1,5908,247
1,5909,37
1,5914,91
1,5935,11
1,5938,126
1,5941,118
1,5945,367
1,5945,1797
1,5953,196
1,5958,88
1,5962,103
1,5962,118
1,5962,541
1,5967,18
1,5968,18
1,5983,290
1,5984,287
1,5997,18
1,6008,126
1,6023,51
1,6024,11
1,6030,11
1,6033,18
1,6045,10
1,6055,37
1,6067,1
1,6069,398
1,6075,6
1,6077,103
1,6087,18
1,6093,1
1,6098,126
1,6114,11
1,6117,118
1,6119,37
1,6129,218
1,6130,18
1,6149,22
1,6164,7
1,6165,35
1,6201,309
1,6203,48
1,6205,70
1,6211,4
1,6211,290
1,6213,7
1,6261,22
1,6262,11
1,6277,86
1,6311,18
1,6347,300
1,6374,103
1,6375,103
1,6377,44
1,6383,452
1,6397,103
1,6425,101
1,6444,1
1,6448,191
1,6472,86
1,6500,346
1,6509,36
1,6511,196
1,6512,48
1,6547,132
1,6571,6
1,6573,4
1,6574,6
1,6582,88
1,6586,1
1,6586,101
1,6594,314
1,6604,37
1,6604,315
1,6625,18
1,6629,18
1,6634,10
1,6636,72
1,6645,218
1,6658,432
1,6672,18
1,6674,73
1,6676,35
1,6682,95
1,6702,41
1,6702,56
1,6707,56
1,6712,44
1,6746,112
1,6758,287
1,6773,7
1,6774,18
1,6798,28
1,6802,56
1,6811,14
1,6822,22
1,6875,11
1,6880,32
1,6889,103
1,6895,37
1,6899,11
1,6900,1231
1,6901,14
1,6902,340
1,6902,1456
1,6918,11
1,6919,11
1,6920,11
1,6947,249
1,6956,56
1,6970,18
1,6971,18
1,6973,56
1,6974,56
1,6980,18
1,7004,18
1,7048,14
1,7054,7
1,7058,7
1,7062,44
1,7079,48
1,7081,28
1,7082,41
1,7088,8
1,7103,96
1,7106,103
1,7152,41
1,7160,103
1,7176,309
1,7193,11
1,7245,18
1,7247,1947
1,7307,18
1,7334,73
1,7395,22
1,7463,101
1,7479,73
1,7522,18
1,7551,103
1,7561,1436
1,7588,32
1,7590,48
1,7592,37
1,7593,91
1,7619,18
1,7627,397
1,7643,1133
1,7645,18
1,7647,44
1,7655,118
1,7661,37
1,7662,5
1,7674,7
1,7720,56
1,7723,14
1,7724,39
1,7761,37
1,7768,7
1,7769,7
1,7785,11
1,7791,2
1,7793,18
1,7817,34
1,7845,191
1,7867,228
1,7904,10
1,7981,247
1,8011,103
1,8041,191
1,8086,218
1,8123,191
1,8129,112
1,8130,65
1,8139,103
1,8140,103
1,8158,18
1,8183,103
1,8183,191
1,8189,374
1,8189,1927
1,8194,18
1,8206,73
1,8213,191
1,8216,154
1,8217,126
1,8220,81
1,8234,68
1,8235,68
1,8240,14
1,8241,27
1,8287,14
1,8311,1
1,8336,27
1,8336,28
1,8373,22
1,8375,22
1,8394,18
1,8407,88
1,8409,18
1,8410,103
1,8410,118
1,8424,27
1,8425,4
1,8426,1306
1,8436,103
1,8449,56
1,8476,7
1,8503,18
1,8516,300
1,8525,32
1,8536,91
1,8536,218
1,8538,118
1,8542,577
1,8553,103
1,8557,51
1,8624,18
1,8630,7
1,8675,309
1,8676,48
1,8687,247
1,8726,44
1,8763,65
1,8764,1
1,8769,436
1,8786,103
1,8795,6
1,8812,7
1,8815,1133
1,8841,37
1,8900,27
1,8915,6
1,8917,41
1,8934,4
1,8937,7
1,8960,276
1,8961,400
1,8964,247
1,9013,37
1,9013,315
1,9041,441
1,9065,37
1,9074,44
1,9107,28
1,9181,27
1,9241,406
1,9253,314
1,9289,132
1,9314,56
1,9314,334
1,9330,37
1,9331,7
1,9346,14
1,9379,44
1,9438,18
1,9441,1
1,9479,309
1,9493,112
1,9510,397
1,9513,1129
1,9539,73
1,9561,432
1,9587,218
1,9598,276
1,9613,65
1,9624,400
1,9627,400
1,9656,10
1,9693,10
1,9712,44
1,9736,51
1,9756,44
1,9776,418
1,9799,247
1,9806,1768
1,9810,14
1,9834,1
1,9834,287
1,9863,103
1,9883,1
1,9884,435
1,9893,18
1,9905,191
1,9916,11
1,9916,65
1,9919,56
1,9926,37
1,9934,292
1,9938,41
1,9941,14
1,9969,14
1,9978,14
1,9981,14
1,9989,56
1,9996,5
1,10014,318
1,10015,36
1,10030,7
1,10033,18
1,10049,37
1,10079,95
1,10080,32
1,10087,43
1,10110,91
1,10155,35
1,10156,14
1,10161,4
1,10162,10
1,10163,103
1,10165,2
1,10187,27
1,10197,3
1,10213,456
1,10216,10
1,10217,7
1,10224,18
1,10224,199
1,10232,333
1,10250,247
1,10257,103
1,10271,11
1,10278,56
1,10321,56
1,10324,400
1,10330,73
1,10336,3
1,10338,276
1,10346,18
1,10348,444
1,10349,466
1,10357,88
1,10359,126
1,10360,1
1,10370,118
1,10372,112
1,10378,51
1,10379,112
1,10396,287
1,10397,32
1,10444,18
1,10447,41
1,10447,441
1,10456,14
1,10460,7
1,10490,10
1,10495,95
1,10507,28
1,10513,330
1,10521,56
1,10525,118
1,10540,276
1,10554,22
1,10562,18
1,10568,7
1,10572,271
1,10572,439
1,10572,478
1,10578,300
1,10588,88
1,10607,1
1,10671,541
1,10721,112
1,10790,37
1,10793,10
1,10798,4
1,10800,11
1,10802,276
1,10808,14
1,10838,276
1,10847,400
1,10869,118
1,10870,10
1,10884,418
1,10958,276
1,11013,287
1,11017,14
1,11061,11
1,11079,7
1,11111,132
1,11123,37
1,11177,118
1,11179,91
1,11227,27
1,11235,48
1,11239,44
1,11241,73
1,11285,334
1,11285,537
1,11307,191
1,11319,7
1,11341,7
1,11341,8
1,11371,10
1,11371,463
1,11385,18
1,11433,7
1,11457,118
1,11491,541
1,11521,406
1,11547,398
1,11547,565
1,11595,247
1,11597,44
1,11615,541
1,11633,112
1,11665,112
1,11697,247
1,11703,290
1,11739,7
1,11741,43
1,11751,41
1,11751,354
1,11757,56
1,11759,14
1,11761,6
1,11761,406
1,11769,565
1,11771,10
1,11783,35
1,11785,27
1,11835,1768
1,11841,1768
1,11843,14
1,11873,103
1,11887,300
1,11919,452
1,11933,11
1,11933,418
1,12021,37
1,12031,1
1,12119,14
1,12123,605
1,12145,1181
1,12149,41
1,12175,436
1,12189,2
1,12191,18
1,12281,27
1,12291,48
1,12293,51
1,12321,3
1,12321,276
1,12361,523
1,12365,7
1,12367,10
1,12393,191
1,12403,95
1,12431,56
1,12445,300
1,12461,37
1,12467,346
1,12471,4
1,12481,398
1,12483,398
1,12531,200
1,12531,569
1,12611,112
1,12651,28
1,12677,3
1,12677,563
1,12679,7
1,12711,56
1,12753,14
1,12815,1
1,12863,103
1,12863,1025
1,12875,333
1,12883,56
1,12929,18
1,12951,37
1,12963,126
1,12967,7
1,12979,1
1,13029,581
1,13115,37
1,13125,56
1,13139,111
1,13141,723
1,13145,73
1,13159,247
1,13161,38
1,13163,587
