"tm_ky","mal_id","studio_id"
2,2142,1
2,2150,358
2,2151,1
2,2152,11
2,2153,122
2,2155,8
2,2156,73
2,2157,60
2,2158,122
2,2158,442
2,2159,56
2,2161,4
2,2162,78
2,2164,11
2,2165,18
2,2166,49
2,2167,2
2,2200,14
2,2203,18
2,2204,73
2,2213,200
2,2214,200
2,2215,112
2,2221,18
2,2222,18
2,2223,18
2,2224,103
2,2225,22
2,2226,22
2,2226,44
2,2227,18
2,2228,326
2,2229,18
2,2230,18
2,2231,2256
2,2244,120
2,2245,14
2,2246,18
2,2251,112
2,2252,18
2,2253,18
2,2254,14
2,2255,196
2,2257,14
2,2259,126
2,2281,86
2,2282,200
2,2283,65
2,2284,36
2,2285,27
2,2287,86
2,2288,196
2,2330,80
2,2331,73
2,2333,36
2,2335,413
2,2337,455
2,2361,1
2,2363,28
2,2369,218
2,2382,80
2,2383,94
2,2389,103
2,2390,126
2,2390,629
2,2391,14
2,2400,18
2,2402,68
2,2403,51
2,2404,2257
2,2405,18
2,2406,191
2,2409,80
2,2415,22
2,2416,22
2,2467,86
2,2471,247
2,2484,14
2,2487,196
2,2489,126
2,2495,11
2,2503,22
2,2508,38
2,2510,196
2,2518,8
2,2521,48
2,2523,63
2,2523,177
2,2542,65
2,2543,103
2,2544,22
2,2545,86
2,2546,22
2,2547,22
2,2548,22
2,2549,22
2,2552,86
2,2553,22
2,2554,22
2,2555,22
2,2557,22
2,2558,22
2,2559,22
2,2561,18
2,2562,37
2,2564,37
2,2565,68
2,2567,22
2,2569,22
2,2570,73
2,2571,22
2,2572,22
2,2573,22
2,2574,103
2,2576,22
2,2577,22
2,2579,22
2,2581,14
2,2582,14
2,2595,91
2,2596,10
2,2598,14
2,2602,8
2,2603,59
2,2604,7
2,2605,44
2,2608,179
2,2609,2342
2,2612,1
2,2613,22
2,2618,11
2,2618,73
2,2619,5
2,2620,5
2,2624,73
2,2679,10
2,2679,11
2,2683,83
2,2683,89
2,2684,73
2,2686,191
2,2687,68
2,2688,103
2,2699,79
2,2699,110
2,2700,27
2,2700,79
2,2700,110
2,2702,27
2,2703,27
2,2704,27
2,2705,10
2,2705,27
2,2706,27
2,2707,30
2,2709,27
2,2713,27
2,2716,37
2,2717,175
2,2718,1952
2,2719,11
2,2723,39
2,2727,11
2,2736,28
2,2740,28
2,2741,28
2,2744,7
2,2747,68
2,2748,103
2,2748,939
2,2749,22
2,2757,44
2,2758,14
2,2762,86
2,2766,11
2,2769,11
2,2771,177
2,2771,256
2,2771,1191
2,2772,93
2,2781,110
2,2786,81
2,2787,7
2,2789,22
2,2799,18
2,2800,18
2,2803,14
2,2804,196
2,2804,406
2,2805,73
2,2809,103
2,2810,198
2,2813,358
2,2814,358
2,2815,358
2,2816,14
2,2816,18
2,2817,103
2,2818,14
2,2819,1
2,2819,126
2,2820,103
2,2820,196
2,2820,406
2,2822,358
2,2823,363
2,2824,1
2,2825,22
2,2826,226
2,2826,1754
2,2827,18
2,2828,11
2,2828,73
2,2829,22
2,2834,1545
2,2835,18
2,2836,22
2,2882,103
2,2885,80
2,2892,103
2,2903,18
2,2904,14
2,2907,338
2,2912,73
2,2913,22
2,2916,14
2,2921,65
2,2923,41
2,2924,44
2,2926,95
2,2927,7
2,2931,11
2,2931,200
2,2933,103
2,2934,81
2,2938,196
2,2942,34
2,2963,39
2,2964,89
2,2964,406
2,2965,37
2,2966,75
2,2970,34
2,2980,18
2,2985,11
2,2986,88
2,2987,14
2,3000,37
2,3001,94
2,3001,235
2,3002,11
2,3006,247
2,3008,103
2,3009,18
2,3010,242
2,3012,14
2,3020,18
2,3022,18
2,3023,247
2,3024,68
2,3035,196
2,3035,406
2,3036,86
2,3044,200
2,3053,1
2,3054,14
2,3059,1
2,3075,103
2,3079,14
2,3091,10
2,3092,37
2,3098,14
2,3099,14
2,3101,196
2,3110,22
2,3114,1
2,3125,86
2,3129,435
2,3129,1846
2,3130,247
2,3131,390
2,3132,22
2,3136,281
2,3137,22
2,3146,179
2,3151,1025
2,3159,18
2,3162,22
2,3166,122
2,3176,196
2,3182,96
2,3193,409
2,3194,358
2,3196,22
2,3199,22
2,3213,18
2,3225,163
2,3226,118
2,3228,44
2,3230,3
2,3231,8
2,3270,10
2,3271,22
2,3271,112
2,3272,18
2,3281,18
2,3285,18
2,3290,10
2,3295,103
2,3297,34
2,3298,37
2,3299,218
2,3305,14
2,3312,18
2,3313,280
2,3315,14
2,3317,22
2,3322,218
2,3325,14
2,3327,14
2,3335,22
2,3345,22
2,3349,41
2,3355,136
2,3356,18
2,3358,112
2,3359,37
2,3361,191
2,3361,1383
2,3363,10
2,3366,56
2,3369,18
2,3388,18
2,3389,521
2,3399,65
2,3407,3
2,3420,7
2,3424,22
2,3425,22
2,3432,14
2,3433,18
2,3434,22
2,3435,22
2,3435,196
2,3436,22
2,3437,14
2,3438,22
2,3444,14
2,3457,37
2,3458,18
2,3460,22
2,3464,34
2,3467,51
2,3470,3
2,3470,48
2,3486,14
2,3493,27
2,3501,80
2,3505,14
2,3545,36
2,3549,11
2,3550,1
2,3561,22
2,3568,14
2,3571,103
2,3572,41
2,3573,83
2,3576,14
2,3577,70
2,3579,18
2,3588,4
2,3594,314
2,3604,44
2,3609,18
2,3613,10
2,3614,95
2,3615,96
2,3627,91
2,3630,18
2,3637,60
2,3637,112
2,3638,30
2,3653,3
2,3655,7
2,3656,179
2,3660,1
2,3668,73
2,3670,103
2,3670,1509
2,3672,1
2,3673,4
2,3673,94
2,3676,196
2,3683,103
2,3691,65
2,3692,18
2,3710,18
2,3712,7
2,3713,37
2,3723,363
2,3731,73
2,3736,7
2,3736,10
2,3737,330
2,3738,330
2,3750,37
2,3754,18
2,3761,22
2,3765,22
2,3768,191
2,3776,191
2,3800,18
2,3806,390
2,3807,103
2,3808,281
2,3809,103
2,3810,103
2,3811,452
2,3819,68
2,3823,22
2,3825,22
2,3827,22
2,3834,435
2,3835,22
2,3836,246
2,3837,14
2,3838,18
2,3839,18
2,3840,24
2,3841,11
2,3844,18
2,3845,18
2,3858,103
2,3870,18
2,3874,196
2,3875,18
2,3876,18
2,3877,315
2,3878,18
2,3879,315
2,3881,18
2,3885,406
2,3900,1512
2,3900,1513
2,3907,154
2,3909,18
2,3915,103
2,3927,14
2,3932,18
2,3935,4
2,3936,103
2,3947,65
2,3958,56
2,3958,334
2,3969,18
2,3972,36
2,3974,56
2,4013,103
2,4021,22
2,4021,118
2,4021,235
2,4023,150
2,4028,7
2,4038,118
2,4044,1512
2,4049,175
2,4050,73
2,4051,101
2,4052,80
2,4054,39
2,4056,37
2,4060,22
2,4061,22
2,4062,191
2,4066,8
2,4067,60
2,4068,60
2,4080,37
2,4081,112
2,4083,68
2,4086,22
2,4087,32
2,4088,68
2,4101,126
2,4113,18
2,4114,126
2,4119,14
2,4132,18
2,4151,5
2,4154,103
2,4181,2
2,4183,18
2,4186,218
2,4189,126
2,4189,1239
2,4189,1454
2,4191,5
2,4192,7
2,4197,1
2,4198,18
2,4199,18
2,4209,37
2,4211,110
2,4214,3
2,4224,7
2,4240,18
2,4242,281
2,4264,11
2,4331,474
2,4332,452
2,4334,4
2,4339,22
2,4362,444
2,4375,86
2,4382,2
2,4411,18
2,4415,10
2,4416,14
2,4427,18
2,4439,103
2,4443,101
2,4459,36
2,4477,7
2,4483,34
2,4486,18
2,4504,65
2,4514,22
2,4515,22
2,4532,14
2,4536,14
2,4548,70
2,4549,41
2,4550,22
2,4551,8
2,4554,1
2,4563,118
2,4574,14
2,4581,6
2,4581,91
2,4584,22
2,4586,39
2,4614,18
2,4615,22
2,4616,22
2,4618,11
2,4651,18
2,4654,7
2,4657,3
2,4662,96
2,4663,196
2,4690,18
2,4709,14
2,4720,35
2,4722,34
2,4725,83
2,4725,163
2,4726,3
2,4737,276
2,4742,37
2,4752,37
2,4773,22
2,4782,22
2,4789,44
2,4800,1009
2,4807,14
2,4808,103
2,4810,103
2,4814,37
2,4823,126
2,4879,11
2,4884,14
2,4896,37
2,4898,56
2,4903,27
2,4929,37
2,4935,18
2,4936,247
2,4962,37
2,4975,11
2,4981,11
2,4981,103
2,4999,48
2,5005,88
2,5018,13
2,5022,103
2,5023,385
2,5027,11
2,5028,118
2,5030,44
2,5034,6
2,5034,91
2,5039,11
2,5040,11
2,5041,41
2,5052,22
2,5070,196
2,5071,28
2,5074,56
2,5075,14
2,5079,14
2,5081,44
2,5082,14
2,5082,18
2,5088,154
2,5112,112
2,5114,4
2,5141,7
2,5150,7
2,5153,14
2,5162,163
2,5200,242
2,5203,18
2,5217,1153
2,5220,3
2,5231,28
2,5233,7
2,5235,73
2,5249,200
2,5258,11
2,5262,41
2,5267,65
2,5274,18
2,5276,86
2,5277,35
2,5287,103
2,5292,18
2,5300,112
2,5307,14
2,5311,18
2,5337,73
2,5341,112
2,5341,553
2,5342,35
2,5355,10
2,5356,132
2,5375,207
2,5395,14
2,5397,330
2,5420,10
2,5420,80
2,5440,14
2,5454,70
2,5474,103
2,5475,103
2,5476,68
2,5476,200
2,5485,322
2,5485,325
2,5494,22
2,5504,51
2,5505,83
2,5505,486
2,5507,56
2,5520,126
2,5525,37
2,5530,27
2,5534,191
2,5597,44
2,5600,22
2,5618,65
2,5628,247
2,5630,10
2,5658,18
2,5670,292
2,5671,3
2,5671,78
2,5675,41
2,5678,11
2,5680,2
2,5682,5
2,5684,18
2,5688,18
2,5690,7
2,5702,2
2,5712,358
2,5725,14
2,5734,300
2,5760,68
2,5763,589
2,5821,56
2,5829,22
2,5830,247
2,5832,18
2,5833,103
2,5834,73
2,5835,1
2,5854,22
2,5883,73
2,5886,242
2,5891,18
2,5908,10
2,5908,247
2,5909,37
2,5914,91
2,5935,11
2,5938,126
2,5941,118
2,5945,367
2,5945,1797
2,5953,196
2,5958,88
2,5962,103
2,5962,118
2,5962,541
2,5967,18
2,5968,18
2,5983,290
2,5984,287
2,5997,18
2,6008,126
2,6023,51
2,6024,11
2,6030,11
2,6033,18
2,6045,10
2,6055,37
2,6067,1
2,6069,398
2,6075,6
2,6077,103
2,6087,18
2,6093,1
2,6098,126
2,6114,11
2,6117,118
2,6119,37
2,6129,218
2,6130,18
2,6149,22
2,6164,7
2,6165,35
2,6201,309
2,6203,48
2,6205,70
2,6211,4
2,6211,290
2,6213,7
2,6261,22
2,6262,11
2,6277,86
2,6311,18
2,6347,300
2,6374,103
2,6375,103
2,6377,44
2,6383,452
2,6397,103
2,6425,101
2,6444,1
2,6448,191
2,6472,86
2,6500,346
2,6509,36
2,6511,196
2,6512,48
2,6547,132
2,6571,6
2,6573,4
2,6574,6
2,6582,88
2,6586,1
2,6586,101
2,6594,314
2,6604,37
2,6604,315
2,6625,18
2,6629,18
2,6634,10
2,6636,72
2,6645,218
2,6658,432
2,6672,18
2,6674,73
2,6676,35
2,6682,95
2,6702,41
2,6702,56
2,6707,56
2,6712,44
2,6746,112
2,6758,287
2,6773,7
2,6774,18
2,6798,28
2,6802,56
2,6811,14
2,6822,22
2,6875,11
2,6880,32
2,6889,103
2,6895,37
2,6899,11
2,6900,1231
2,6901,14
2,6902,340
2,6902,1456
2,6918,11
2,6919,11
2,6920,11
2,6947,249
2,6956,56
2,6970,18
2,6971,18
2,6973,56
2,6974,56
2,6980,18
2,7004,18
2,7048,14
2,7054,7
2,7058,7
2,7062,44
2,7079,48
2,7081,28
2,7082,41
2,7088,8
2,7103,96
2,7106,103
2,7152,41
2,7160,103
2,7176,309
2,7193,11
2,7245,18
2,7247,1947
2,7307,18
2,7334,73
2,7395,22
2,7463,101
2,7479,73
2,7522,18
2,7551,103
2,7561,1436
2,7588,32
2,7590,48
2,7592,37
2,7593,91
2,7619,18
2,7627,397
2,7643,1133
2,7645,18
2,7647,44
2,7655,118
2,7661,37
2,7662,5
2,7674,7
2,7720,56
2,7723,14
2,7724,39
2,7761,37
2,7768,7
2,7769,7
2,7785,11
2,7791,2
2,7793,18
2,7817,34
2,7845,191
2,7867,228
2,7904,10
2,7981,247
2,8011,103
2,8041,191
2,8086,218
2,8123,191
2,8129,112
2,8130,65
2,8139,103
2,8140,103
2,8158,18
2,8183,103
2,8183,191
2,8189,374
2,8189,1927
2,8194,18
2,8206,73
2,8213,191
2,8216,154
2,8217,126
2,8220,81
2,8234,68
2,8235,68
2,8240,14
2,8241,27
2,8287,14
2,8311,1
2,8336,27
2,8336,28
2,8373,22
2,8375,22
2,8394,18
2,8407,88
2,8409,18
2,8410,103
2,8410,118
2,8424,27
2,8425,4
2,8426,1306
2,8436,103
2,8449,56
2,8476,7
2,8503,18
2,8516,300
2,8525,32
2,8536,91
2,8536,218
2,8538,118
2,8542,577
2,8553,103
2,8557,51
2,8624,18
2,8630,7
2,8675,309
2,8676,48
2,8687,247
2,8726,44
2,8763,65
2,8764,1
2,8769,436
2,8786,103
2,8795,6
2,8812,7
2,8815,1133
2,8841,37
2,8900,27
2,8915,6
2,8917,41
2,8934,4
2,8937,7
2,8960,276
2,8961,400
2,8964,247
2,9013,37
2,9013,315
2,9041,441
2,9065,37
2,9074,44
2,9107,28
2,9175,11
2,9181,27
2,9241,406
2,9253,314
2,9289,132
2,9314,56
2,9314,334
2,9330,37
2,9331,7
2,9346,14
2,9379,44
2,9438,18
2,9441,1
2,9479,309
2,9493,112
2,9510,397
2,9513,1129
2,9539,73
2,9561,432
2,9587,218
2,9598,276
2,9613,65
2,9624,400
2,9627,400
2,9656,10
2,9693,10
2,9712,44
2,9736,51
2,9756,44
2,9776,418
2,9799,247
2,9806,1768
2,9810,14
2,9834,1
2,9834,287
2,9863,103
2,9883,1
2,9884,435
2,9893,18
2,9905,191
2,9916,11
2,9916,65
2,9919,56
2,9926,37
2,9934,292
2,9938,41
2,9941,14
2,9969,14
2,9978,14
2,9981,14
2,9989,56
2,9996,5
2,10014,318
2,10015,36
2,10030,7
2,10033,18
2,10049,37
2,10079,95
2,10080,32
2,10087,43
2,10110,91
2,10155,35
2,10156,14
2,10161,4
2,10162,10
2,10163,103
2,10165,2
2,10187,27
2,10197,3
2,10213,456
2,10216,10
2,10217,7
2,10224,18
2,10224,199
2,10232,333
2,10250,247
2,10257,103
2,10271,11
2,10278,56
2,10321,56
2,10324,400
2,10330,73
2,10336,3
2,10338,276
2,10346,18
2,10348,444
2,10349,466
2,10357,88
2,10359,126
2,10360,1
2,10370,118
2,10372,112
2,10378,51
2,10379,112
2,10396,287
2,10397,32
2,10444,18
2,10447,41
2,10447,441
2,10456,14
2,10460,7
2,10490,10
2,10495,95
2,10507,28
2,10513,330
2,10521,56
2,10525,118
2,10540,276
2,10554,22
2,10562,18
2,10568,7
2,10572,271
2,10572,439
2,10572,478
2,10578,300
2,10588,88
2,10607,1
2,10671,541
2,10721,112
2,10790,37
2,10793,10
2,10798,4
2,10800,11
2,10802,276
2,10808,14
2,10838,276
2,10847,400
2,10869,118
2,10870,10
2,10884,418
2,10958,276
2,11013,287
2,11017,14
2,11061,11
2,11079,7
2,11111,132
2,11123,37
2,11177,118
2,11179,91
2,11227,27
2,11235,48
2,11239,44
2,11241,73
2,11285,334
2,11285,537
2,11307,191
2,11319,7
2,11341,7
2,11341,8
2,11371,10
2,11371,463
2,11385,18
2,11433,7
2,11457,118
2,11491,541
2,11521,406
2,11547,398
2,11547,565
2,11595,247
2,11597,44
2,11615,541
2,11633,112
2,11665,112
2,11697,247
2,11703,290
2,11739,7
2,11741,43
2,11751,41
2,11751,354
2,11757,56
2,11759,14
2,11761,6
2,11761,406
2,11769,565
2,11771,10
2,11783,35
2,11785,27
2,11835,1768
2,11841,1768
2,11843,14
2,11873,103
2,11887,300
2,11919,452
2,11933,11
2,11933,418
2,12021,37
2,12031,1
2,12119,14
2,12123,605
2,12145,1181
2,12149,41
2,12175,436
2,12189,2
2,12191,18
2,12281,27
2,12291,48
2,12293,51
2,12321,3
2,12321,276
2,12361,523
2,12365,7
2,12367,10
2,12393,191
2,12403,95
2,12431,56
2,12445,300
2,12461,37
2,12467,346
2,12471,4
2,12481,398
2,12483,398
2,12531,200
2,12531,569
2,12611,112
2,12651,28
2,12677,3
2,12677,563
2,12679,7
2,12711,56
2,12753,14
2,12815,1
2,12863,103
2,12863,1025
2,12875,333
2,12883,56
2,12929,18
2,12951,37
2,12963,126
2,12967,7
2,12979,1
2,13029,581
2,13115,37
2,13125,56
2,13139,111
2,13141,723
2,13145,73
2,13159,247
2,13161,38
2,13163,587
2,13185,896
2,13201,73
2,13231,103
2,13231,118
2,13261,28
2,13307,18
2,13333,132
2,13349,333
2,13377,541
2,13409,94
2,13409,235
2,13535,14
2,13585,95
2,13599,10
2,13601,10
2,13655,7
2,13659,56
2,13663,27
2,13759,7
2,13769,18
2,14045,95
2,14075,4
2,14093,28
2,14131,60
2,14227,112
2,14237,441
2,14277,300
2,14289,218
2,14333,18
2,14345,11
2,14355,441
2,14397,11
2,14467,309
2,14511,91
2,14513,56
2,14515,44
2,14527,6
2,14527,406
2,14563,805
2,14645,37
2,14653,32
2,14693,605
2,14713,73
2,14719,287
2,14741,2
2,14749,56
2,14765,112
2,14811,95
2,14813,112
2,14827,848
2,14829,300
2,14833,38
2,14913,14
2,14921,132
2,14941,41
2,14967,436
2,14989,56
2,15043,911
2,15045,432
2,15051,14
2,15059,118
2,15061,14
2,15061,1258
2,15085,112
2,15109,218
2,15119,8
2,15125,569
2,15225,7
2,15313,537
2,15315,51
2,15379,1306
2,15417,14
2,15489,36
2,15545,290
2,15547,118
2,15583,292
2,15605,112
2,15611,73
2,15613,37
2,15651,14
2,15689,44
2,15699,27
2,15731,333
2,15749,432
2,15751,334
2,15751,839
2,15793,41
2,15795,118
2,15809,314
2,15863,95
2,15863,1109
2,15883,346
2,15905,1768
2,15911,290
2,15913,18
2,16005,32
2,16009,11
2,16011,441
2,16035,32
2,16049,7
2,16051,271
2,16051,439
2,16067,132
2,16123,418
2,16157,287
2,16169,541
2,16201,218
2,16211,73
2,16241,10
2,16317,723
2,16347,330
2,16353,95
2,16355,418
2,16385,1569
2,16397,11
2,16405,856
2,16417,2
2,16419,18
2,16498,858
2,16512,397
2,16518,41
2,16524,10
2,16592,456
2,16668,14
2,16706,32
2,16732,418
2,16742,300
2,16890,95
2,16894,10
2,16906,474
2,16910,103
2,16918,56
2,16982,32
2,17074,44
2,17080,27
2,17080,898
2,17082,839
2,17092,228
2,17115,28
2,17127,1487
2,17147,866
2,17211,103
2,17249,103
2,17249,1025
2,17265,41
2,17267,7
2,17267,70
2,17353,432
2,17389,1
2,17497,126
2,17505,1569
2,17513,218
2,17549,300
2,17651,48
2,17681,3
2,17707,276
2,17727,911
2,17731,91
2,17731,1271
2,17821,6
2,17827,346
2,17827,1440
2,17831,3
2,17849,723
2,17873,28
2,17895,7
2,17909,132
2,17917,28
2,17919,6
2,17969,18
2,18041,37
2,18055,37
2,18095,300
2,18097,28
2,18099,541
2,18115,56
2,18119,56
2,18121,569
2,18139,247
2,18153,2
2,18179,73
2,18195,7
2,18229,103
2,18245,41
2,18247,441
2,18295,14
2,18365,1947
2,18391,276
2,18411,51
2,18465,10
2,18495,70
2,18497,103
2,18507,2
2,18507,929
2,18523,334
2,18523,839
2,18671,2
2,18677,163
2,18679,803
2,18689,10
2,18689,11
2,18767,346
2,18767,949
2,18771,37
2,18845,247
2,18893,537
2,18897,44
2,19023,103
2,19023,334
2,19067,27
2,19067,28
2,19111,14
2,19117,73
2,19157,28
2,19163,1053
2,19207,805
2,19221,51
2,19257,37
2,19291,28
2,19315,37
2,19319,14
2,19363,56
2,19365,32
2,19367,56
2,19369,91
2,19383,1169
2,19429,51
2,19585,191
2,19647,11
2,19647,569
2,19685,346
2,19703,18
2,19755,290
2,19769,11
2,19775,1023
2,19815,11
2,19825,14
2,19841,292
2,19855,397
2,19871,1
2,19877,14
2,19919,1560
2,19959,363
2,19961,1
2,20031,112
2,20033,537
2,20033,839
2,20047,37
2,20053,38
2,20057,4
2,20075,247
2,20117,191
2,20267,537
2,20267,839
2,20329,1013
2,20431,858
2,20457,1053
2,20473,569
2,20507,4
2,20509,300
2,20533,94
2,20541,95
2,20555,314
2,20583,10
2,20689,951
2,20709,1129
2,20785,11
2,20787,290
2,20787,1109
2,20847,309
2,20853,4
2,20899,287
2,20931,605
2,20945,228
2,20971,333
2,20973,56
2,21013,18
2,21039,103
2,21067,541
2,21085,7
2,21105,7
2,21167,418
2,21177,41
2,21185,1
2,21267,605
2,21267,1087
2,21273,314
2,21325,292
2,21327,112
2,21353,27
2,21405,112
2,21407,18
2,21421,6
2,21435,441
2,21437,14
2,21439,56
2,21507,4
2,21511,51
2,21561,56
2,21563,112
2,21573,41
2,21603,44
2,21639,36
2,21671,14
2,21677,4
2,21681,11
2,21729,73
2,21743,95
2,21821,7
2,21821,179
2,21835,18
2,21843,569
2,21845,91
2,21851,1560
2,21855,44
2,21863,218
2,21877,7
2,21881,56
2,21939,8
2,21995,10
2,22013,10
2,22043,56
2,22043,397
2,22099,73
2,22101,1
2,22123,541
2,22135,103
2,22145,56
2,22147,2
2,22189,91
2,22199,314
2,22215,103
2,22215,1025
2,22265,2
2,22265,929
2,22273,7
2,22297,43
2,22319,1
2,22359,21
2,22359,1023
2,22381,1099
2,22433,10
2,22433,27
2,22439,406
2,22441,406
2,22507,118
2,22535,11
2,22537,1169
2,22541,276
2,22547,3
2,22663,51
2,22687,839
2,22693,126
2,22693,218
2,22729,56
2,22729,1103
2,22733,28
2,22735,27
2,22735,28
2,22777,18
2,22789,290
2,22817,18
2,22831,18
2,22835,406
2,22865,300
2,22877,120
2,22955,94
2,23037,37
2,23067,4
2,23079,132
2,23121,91
2,23133,41
2,23135,103
2,23135,1025
2,23151,218
2,23199,1119
2,23201,94
2,23209,1127
2,23213,276
2,23229,37
2,23229,101
2,23251,73
2,23259,14
2,23269,418
2,23273,56
2,23277,56
2,23281,103
2,23283,569
2,23289,95
2,23311,569
2,23321,37
2,23325,27
2,23327,4
2,23333,951
2,23375,1560
2,23409,473
2,23421,456
2,23433,541
2,23539,400
2,23551,541
2,23587,56
2,23623,300
2,23673,333
2,23755,56
2,23787,73
2,23847,91
2,23897,95
2,23901,95
2,23945,7
2,24011,418
2,24031,247
2,24037,7
2,24075,56
2,24133,300
2,24135,169
2,24211,406
2,24231,4
2,24277,73
2,24405,18
2,24415,10
2,24417,37
2,24439,4
2,24455,41
2,24625,14
2,24629,44
2,24699,292
2,24701,8
2,24705,1053
2,24765,456
2,24793,432
2,24833,456
2,24835,14
2,24855,300
2,24873,51
2,24893,1023
2,24909,247
2,25013,1
2,25099,300
2,25157,1569
2,25159,803
2,25183,32
2,25283,51
2,25397,441
2,25517,56
2,25519,418
2,25649,37
2,25681,73
2,25731,14
2,25777,858
2,25835,132
2,25859,1129
2,25867,858
2,25879,56
2,25939,56
2,25965,1181
2,25967,1181
2,26055,287
2,26085,1195
2,26165,300
2,26165,1828
2,26243,858
2,26349,541
2,26351,41
2,26395,1237
2,26441,10
2,26453,14
2,26453,1258
2,27441,4
2,27525,300
2,27589,1290
2,27621,276
2,27629,7
2,27629,70
2,27631,43
2,27655,56
2,27655,1103
2,27663,1
2,27687,290
2,27721,28
2,27727,51
2,27737,1258
2,27741,218
2,27757,73
2,27757,276
2,27775,95
2,27785,1169
2,27787,44
2,27815,73
2,27829,7
2,27829,537
2,27831,1119
2,27833,1119
2,27899,1
2,27927,1257
2,27947,94
2,27989,2
2,27991,309
2,28013,41
2,28025,44
2,28121,7
2,28155,103
2,28171,7
2,28207,91
2,28207,1271
2,28221,235
2,28221,354
2,28223,11
2,28249,537
2,28249,839
2,28283,200
2,28283,333
2,28297,11
2,28387,1053
2,28391,3
2,28401,276
2,28423,112
2,28497,911
2,28537,569
2,28595,1231
2,28617,569
2,28619,456
2,28621,56
2,28623,858
2,28669,18
2,28677,839
2,28701,43
2,28735,37
2,28791,56
2,28817,95
2,28825,95
2,28833,94
2,28833,894
2,28835,1560
2,28861,1237
2,28869,247
2,28883,95
2,28891,10
2,28907,56
2,28921,1023
2,28927,858
2,28929,1266
2,28977,1258
2,28979,27
2,28981,1264
2,28999,132
2,29017,537
2,29067,541
2,29095,441
2,29163,3
2,29325,10
2,29589,56
2,29687,473
2,29715,432
2,29722,866
2,29758,7
2,29785,73
2,29785,1079
2,29787,290
2,29787,314
2,29803,11
2,29854,569
2,29854,1244
2,29865,400
2,29941,406
2,29974,218
2,29976,112
2,30015,73
2,30016,41
2,30030,37
2,30039,27
2,30039,28
2,30091,300
2,30091,957
2,30123,4
2,30127,1195
2,30187,1103
2,30205,112
2,30230,10
2,30230,11
2,30251,70
2,30276,11
2,30279,333
2,30291,456
2,30296,300
2,30296,852
2,30344,56
2,30355,852
2,30363,1053
2,30375,1075
2,30382,41
2,30383,1087
2,30384,537
2,30384,839
2,30386,10
2,30386,28
2,30410,228
2,30437,1281
2,30484,314
2,30485,300
2,30503,4
2,30519,1939
2,30524,1265
2,30544,56
2,30549,27
2,30549,898
2,30567,1237
2,30649,247
2,30651,276
2,30652,60
2,30654,456
2,30694,18
2,30705,91
2,30721,1195
2,30727,56
2,30736,569
2,30740,200
2,30746,541
2,30749,456
2,30751,330
2,30795,73
2,30806,601
2,30806,839
2,30826,91
2,30831,37
2,30851,276
2,30895,132
2,30901,314
2,30911,43
2,30947,1169
2,30948,1169
2,31018,30
2,31043,56
2,31044,28
2,31049,28
2,31068,94
2,31080,300
2,31091,8
2,31098,569
2,31098,1244
2,31109,37
2,31139,1264
2,31143,196
2,31143,406
2,31147,4
2,31157,14
2,31163,1109
2,31163,1127
2,31173,4
2,31174,1
2,31178,56
2,31181,44
2,31196,73
2,31221,1278
2,31223,94
2,31227,18
2,31229,112
2,31229,1471
2,31240,314
2,31251,14
2,31318,441
2,31338,1053
2,31339,1360
2,31370,37
2,31374,10
2,31376,7
2,31404,439
2,31405,10
2,31410,276
2,31414,196
2,31417,126
2,31422,7
2,31422,179
2,31430,333
2,31430,839
2,31433,10
2,31439,1299
2,31440,1237
2,31442,2
2,31452,290
2,31456,463
2,31478,4
2,31498,406
2,31500,1053
2,31519,1067
2,31537,1893
2,31540,839
2,31549,103
2,31549,291
2,31549,1135
2,31559,11
2,31560,537
2,31560,839
2,31564,95
2,31566,91
2,31566,218
2,31566,1271
2,31573,1258
2,31578,833
2,31578,1300
2,31580,1023
2,31588,11
2,31588,73
2,31592,28
2,31610,112
2,31621,1569
2,31629,56
2,31630,56
2,31631,287
2,31633,1291
2,31636,91
2,31637,56
2,31646,44
2,31670,247
2,31680,37
2,31706,300
2,31710,1
2,31716,441
2,31722,56
2,31733,18
2,31737,56
2,31741,1087
2,31747,290
2,31764,11
2,31771,7
2,31783,73
2,31790,1053
2,31790,1109
2,31793,1295
2,31798,803
2,31804,290
2,31804,1264
2,31815,291
2,31821,839
2,31848,1195
2,31859,56
2,31884,18
2,31890,103
2,31904,163
2,31914,439
2,31931,27
2,31933,287
2,31952,91
2,31953,95
2,31964,4
2,31988,2
2,31994,1169
2,32011,276
2,32013,91
2,32023,537
2,32032,18
2,32038,4
2,32039,4
2,32083,95
2,32084,95
2,32093,300
2,32094,37
2,32105,1
2,32175,441
2,32182,4
2,32189,456
2,32212,287
2,32214,418
2,32214,1299
2,32228,1237
2,32245,132
2,32262,1264
2,32271,179
2,32274,91
2,32274,218
2,32274,1271
2,32282,7
2,32301,1053
2,32301,1109
2,32309,291
2,32353,191
2,32360,56
2,32370,73
2,32407,27
2,32438,51
2,32447,1396
2,32447,1673
2,32454,1237
2,32455,346
2,32483,112
2,32491,839
2,32491,2306
2,32494,569
2,32526,14
2,32542,37
2,32555,300
2,32571,397
2,32571,1766
2,32572,1320
2,32582,473
2,32595,397
2,32601,28
2,32606,1129
2,32607,51
2,32608,112
2,32608,1828
2,32615,1567
2,32648,51
